id,stage_name,full_name,korean_name,k_stage_name,date_of_birth,group,debut,company,country,second_country,height,weight,birthplace,other_group,former_group,gender,birth_year,debut_year,debut_age
513,Vari,Jae Hyun,재현,베리,2000-09-03,NINE.i,2022-03-30,FirstOne,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2000.0,2022.0,22.0
514,Winnie,Pattipong Kasemsant,파티퐁 카셈산트,위니,1998-11-18,NINE.i,2022-03-30,FirstOne,Thailand,N/A,N/A,N/A,N/A,N/A,N/A,M,1998.0,2022.0,24.0
515,Arthur,Jang Yunho,장윤호,아서,2000-04-15,Kingdom,2021-02-18,GF,South Korea,N/A,176.0,57.0,N/A,N/A,VARSITY,M,2000.0,2021.0,21.0
516,Chiwoo,Guk Seungjun,국승준,치우,2002-09-02,Kingdom,2021-02-18,GF,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2002.0,2021.0,19.0
517,Dann,Jung Seungbo,정승보,단,1997-11-01,Kingdom,2021-02-18,GF,South Korea,N/A,178.0,N/A,Ilsan,N/A,VARSITY,M,1997.0,2021.0,24.0
518,Ivan,Park Yooseong,박유성,아이반,2001-10-12,Kingdom,2021-02-18,GF,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2001.0,2021.0,20.0
519,Jahan,Im Jihun,임지훈,자한,2002-08-01,Kingdom,2021-02-18,GF,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2002.0,2021.0,19.0
520,Louis,Yang Dongsik,양동식,루이,2001-04-08,Kingdom,2021-02-18,GF,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2001.0,2021.0,20.0
521,Mujin,Ko Sungho,고성호,무진,2000-11-20,Kingdom,2021-02-18,GF,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2000.0,2021.0,21.0
522,Haeun,Yoon Haeun,윤하은,하은,1999-03-12,3YE,2019-05-21,GH,South Korea,N/A,163.0,N/A,N/A,N/A,Apple.B,F,1999.0,2019.0,20.0
523,Yuji,Son Yuji,손유지,유지,1998-11-25,3YE,2019-05-21,GH,South Korea,N/A,160.0,45.0,N/A,N/A,Apple.B,F,1998.0,2019.0,21.0
524,Yurim,Park Yurim,박유림,유림,1998-04-13,3YE,2019-05-21,GH,South Korea,N/A,164.0,N/A,N/A,N/A,Apple.B,F,1998.0,2019.0,21.0
525,Benji,Baek Jaewook,배제욱,벤지,1992-05-03,B.I.G,2014-07-09,GH,USA,South Korea,183.0,72.0,Indianapolis,N/A,N/A,M,1992.0,2014.0,22.0
526,Gunmin,Lee Gunmin,이건민,건민,1994-10-03,B.I.G,2014-07-09,GH,South Korea,N/A,177.0,64.0,Gangwon,N/A,N/A,M,1994.0,2014.0,20.0
527,Heedo,Yoon Heedo,유희도,희도,1996-04-22,B.I.G,2014-07-09,GH,South Korea,N/A,180.0,60.0,Seoul,N/A,N/A,M,1996.0,2014.0,18.0
528,J-Hoon,Lim Junghoon,임정훈,제이훈,1990-07-15,B.I.G,2014-07-09,GH,South Korea,N/A,172.0,62.0,Seoul,N/A,N/A,M,1990.0,2014.0,24.0
529,Minpyo,Gook Minpyo,국민표,민표,1994-11-15,B.I.G,2014-07-09,GH,South Korea,N/A,173.0,57.0,Gwangju,N/A,N/A,M,1994.0,2014.0,20.0
530,Anthony,Anthony Lo,엔써니 루오,엔써니,1998-03-12,VARSITY,2017-01-05,GKC,China,USA,179.0,N/A,N/A,N/A,N/A,M,1998.0,2017.0,19.0
531,Bullet,Jin Junwoo,진준우,블릿,1995-12-02,VARSITY,2017-01-05,GKC,South Korea,N/A,182.0,65.0,Seoul,N/A,N/A,M,1995.0,2017.0,22.0
532,Damon,Hu Boohan,후보한,데이먼,1996-07-02,VARSITY,2017-01-05,GKC,China,N/A,181.0,N/A,N/A,N/A,N/A,M,1996.0,2017.0,21.0
533,Dawon,Cho Dawon,조다원,다원,2000-05-12,VARSITY,2017-01-05,GKC,South Korea,N/A,183.0,69.0,N/A,N/A,N/A,M,2000.0,2017.0,17.0
534,Jaebin,Deung Bin,등빈,재빈,1997-02-13,VARSITY,2017-01-05,GKC,China,N/A,168.0,N/A,Hunan,N/A,N/A,M,1997.0,2017.0,20.0
535,Kid,Kim Junhoe,김준회,키드,1995-10-26,VARSITY,2017-01-05,GKC,South Korea,N/A,177.0,58.0,N/A,N/A,N/A,M,1995.0,2017.0,22.0
536,Manny,Syo Dongchun,쇼동청,만니,2001-11-17,VARSITY,2017-01-05,GKC,China,N/A,170.0,64.0,N/A,N/A,N/A,M,2001.0,2017.0,16.0
537,Riho,Jin Seungwook,진승욱,리호,1998-03-01,VARSITY,2017-01-05,GKC,South Korea,N/A,178.0,59.0,Incheon,N/A,N/A,M,1998.0,2017.0,19.0
538,Xin,Wang Xinwi,왕씬위,씬,1996-11-10,VARSITY,2017-01-05,GKC,China,N/A,185.0,N/A,N/A,N/A,N/A,M,1996.0,2017.0,21.0
539,Xiweol,Kang Minseok,강민석,시월,1996-10-21,VARSITY,2017-01-05,GKC,South Korea,N/A,174.0,N/A,N/A,N/A,N/A,M,1996.0,2017.0,21.0
540,Hwiseo,Jo Hwihyeon,조휘현,화서,2002-07-31,H1-KEY,2022-01-05,GLG,South Korea,N/A,168.0,N/A,N/A,N/A,N/A,F,2002.0,2022.0,20.0
541,Riina,Lee Seunghyeon,이승현,리이나,2001-02-21,H1-KEY,2022-01-05,GLG,South Korea,N/A,172.0,55.0,N/A,N/A,N/A,F,2001.0,2022.0,21.0
542,Seoi,Lee Yejin,이예진,서이,2000-02-12,H1-KEY,2022-01-05,GLG,South Korea,N/A,169.0,N/A,N/A,N/A,N/A,F,2000.0,2022.0,22.0
543,Yel,Han Shinyoung,한신영,옐,2004-12-25,H1-KEY,2022-01-05,GLG,South Korea,N/A,172.0,N/A,N/A,N/A,N/A,F,2004.0,2022.0,18.0
544,Dohee,Min Dohee,민도희,도희,1994-09-25,Tiny-G,2012-08-23,GNG,South Korea,N/A,152.0,39.0,N/A,N/A,N/A,F,1994.0,2012.0,18.0
545,J.Min,Shin Minjung,신민정,제이민,1994-11-20,Tiny-G,2012-08-23,GNG,South Korea,N/A,155.0,N/A,N/A,N/A,N/A,F,1994.0,2012.0,18.0
546,Mint,Kunpat Phonpawiworakun,쿤팟 퍼언빠위워라쿤,민트,1994-06-23,Tiny-G,2012-08-23,GNG,Thailand,N/A,150.0,42.0,N/A,N/A,N/A,F,1994.0,2012.0,18.0
547,Myungji,Kim Myungji,김명지,명지,1997-10-09,Tiny-G,2012-08-23,GNG,South Korea,N/A,164.0,N/A,N/A,N/A,N/A,F,1997.0,2012.0,15.0
548,Alice,Cheon Jaeyoung,천재영,앨리스,2002-02-20,TRACER,2022-04-03,Gleamedia,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,2002.0,2022.0,20.0
549,Genie,Cho Heejin,조희진,지니,2002-03-19,TRACER,2022-04-03,Gleamedia,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,2002.0,2022.0,20.0
550,Sowon,Nam Soeun,남소은,소원,2004-12-13,TRACER,2022-04-03,Gleamedia,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,2004.0,2022.0,18.0
551,Yubeen,Jin Yubeen,진유빈,유빈,2006-09-05,TRACER,2022-04-03,Gleamedia,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,2006.0,2022.0,16.0
552,Chaejin,Chae Jinseok,채진석,채진,1995-12-26,MYNAME,2011-10-27,H2,South Korea,N/A,N/A,N/A,Seoul,N/A,N/A,M,1995.0,2011.0,16.0
553,Gunwoo,Lee Gunwoo,이건우,건우,1989-01-30,MYNAME,2011-10-27,H2,South Korea,N/A,N/A,N/A,Daejeon,N/A,N/A,M,1989.0,2011.0,22.0
554,Insoo,Kang Insoo,강인수,인수,1988-03-10,MYNAME,2011-10-27,H2,South Korea,N/A,N/A,N/A,Suwon,N/A,N/A,M,1988.0,2011.0,23.0
555,JunQ,Kang Junkyu,강준규,준규,1993-08-09,MYNAME,2011-10-27,H2,South Korea,N/A,N/A,N/A,Uljeongbu,N/A,N/A,M,1993.0,2011.0,18.0
556,Seyong,Kim Seyong,김세용,세용,1991-11-20,MYNAME,2011-10-27,H2,South Korea,N/A,N/A,N/A,Busan,N/A,N/A,M,1991.0,2011.0,20.0
557,Euijin,Lee Euijin,이의진,의진,1990-02-15,Bigflo,2014-07-19,HO,South Korea,N/A,N/A,N/A,Seoul,N/A,N/A,M,1990.0,2014.0,24.0
558,HighTop,Lim Hyeontae,임현태,하이탑,1994-03-19,Bigflo,2014-07-19,HO,South Korea,N/A,178.0,60.0,N/A,N/A,N/A,M,1994.0,2014.0,20.0
559,Lex,Jeon Hyungmin,전형민,렉스,1993-01-12,Bigflo,2014-07-19,HO,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1993.0,2014.0,21.0
560,Ron,Cheon Byeonghwa,천병화,론,1991-01-22,Bigflo,2014-07-19,HO,South Korea,N/A,183.0,62.0,N/A,N/A,N/A,M,1991.0,2014.0,23.0
561,Sungmin,Oh Sungmin,오성민,성민,1990-12-31,Bigflo,2014-07-19,HO,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1990.0,2014.0,24.0
562,Ahyoung,Cho Jayoung,조자영,아영,1991-05-26,Dal Shabet,2011-01-03,Happy Face,South Korea,N/A,N/A,N/A,Seoul,N/A,N/A,F,1991.0,2011.0,20.0
563,Serri,Park Miyeon,박미연,세리,1990-09-16,Dal Shabet,2011-01-03,Happy Face,South Korea,N/A,N/A,N/A,Seoul,N/A,N/A,F,1990.0,2011.0,21.0
564,Subin,Park Subin,박수빈,수빈,1994-02-12,Dal Shabet,2011-01-03,Happy Face,South Korea,N/A,N/A,N/A,Gwangju,N/A,N/A,F,1994.0,2011.0,17.0
565,Woohee,Bae Woohee,배우희,우희,1991-11-21,Dal Shabet,2011-01-03,Happy Face,South Korea,N/A,N/A,N/A,Busan,UNI.T,N/A,F,1991.0,2011.0,20.0
566,Dami,Lee Yoobin,이유빈,다미,1997-03-07,Dreamcatcher,2017-01-13,Happy Face,South Korea,N/A,163.0,N/A,Seoul,N/A,Minx,F,1997.0,2017.0,20.0
567,Gahyeon,Lee Gahyeon,이가현,가현,1999-02-03,Dreamcatcher,2017-01-13,Happy Face,South Korea,N/A,N/A,N/A,Seongnam,N/A,N/A,F,1999.0,2017.0,18.0
568,Handong,Han Dong,한동,한동,1996-03-26,Dreamcatcher,2017-01-13,Happy Face,China,N/A,N/A,N/A,Wuhan,N/A,N/A,F,1996.0,2017.0,21.0
569,Jiu,Kim Minji,김민지,지유,1994-05-17,Dreamcatcher,2017-01-13,Happy Face,South Korea,N/A,167.0,N/A,Daejeon,N/A,Minx,F,1994.0,2017.0,23.0
570,Siyeon,Lee Siyeon,이시연,시연,1995-10-01,Dreamcatcher,2017-01-13,Happy Face,South Korea,N/A,170.0,N/A,Daegu,N/A,Minx,F,1995.0,2017.0,22.0
571,Sua,Kim Bora,김보라,수아,1994-08-10,Dreamcatcher,2017-01-13,Happy Face,South Korea,N/A,164.0,N/A,Changwon,N/A,Minx,F,1994.0,2017.0,23.0
572,Yoohyeon,Kim Yoohyeon,김유현,유현,1997-01-07,Dreamcatcher,2017-01-13,Happy Face,South Korea,N/A,171.0,N/A,Incheon,N/A,Minx,F,1997.0,2017.0,20.0
573,Minsu,Park Minsu,김민수,민수,1993-04-15,Boys Republic,2013-06-03,Happy Tribe| Universal,South Korea,N/A,172.0,55.0,Gwangju,N/A,N/A,M,1993.0,2013.0,20.0
574,Onejunn,Jo Wonjun,조원준,원준,1988-11-22,Boys Republic,2013-06-03,Happy Tribe| Universal,South Korea,N/A,179.0,61.0,Changwon,N/A,N/A,M,1988.0,2013.0,25.0
575,Sungjun,Park Sungjun,박성준,성준,1992-12-17,Boys Republic,2013-06-03,Happy Tribe| Universal,South Korea,N/A,175.0,55.0,Ansan,N/A,N/A,M,1992.0,2013.0,21.0
576,Sunwoo,Choi Sunwoo,최선우,선우,1992-03-12,Boys Republic,2013-06-03,Happy Tribe| Universal,South Korea,N/A,183.0,65.0,Seoul,N/A,N/A,M,1992.0,2013.0,21.0
577,Suwoong,Lee Suwoong,이수웅,수웅,1995-01-20,Boys Republic,2013-06-03,Happy Tribe| Universal,South Korea,N/A,174.0,56.0,N/A,N/A,N/A,M,1995.0,2013.0,18.0
578,Hyunsoo,Kim Hyunsoo,김현수,현수,1995-04-12,D1CE,2019-08-01,Happyface,South Korea,N/A,176.0,60.0,N/A,N/A,N/A,M,1995.0,2019.0,24.0
579,Jinyoung,Woo Jinyoung,우진영,진영,1997-05-31,D1CE,2019-08-01,Happyface,South Korea,N/A,170.0,51.0,N/A,N/A,N/A,M,1997.0,2019.0,22.0
580,Woodam,Park Woodam,박우담,우담,1995-08-02,D1CE,2019-08-01,Happyface,South Korea,N/A,173.0,N/A,N/A,N/A,N/A,M,1995.0,2019.0,24.0
581,Yonggeun,Jo Yonggeun,조용근,용근,1995-01-23,D1CE,2019-08-01,Happyface,South Korea,N/A,174.0,54.0,N/A,N/A,N/A,M,1995.0,2019.0,24.0
582,Yoojun,Jun Yoojun,정유준,유준,1995-07-26,D1CE,2019-08-01,Happyface,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1995.0,2019.0,24.0
583,Isa,Lee Chaeyoung,이채영,아이사,2002-01-23,STAYC,2020-11-12,Hi-Up,South Korea,N/A,165.0,45.0,Busan,N/A,N/A,F,2002.0,2020.0,18.0
584,J,Jang Yeeun,장예은,제이,2004-12-09,STAYC,2020-11-12,Hi-Up,South Korea,N/A,170.0,48.0,Daejeon,N/A,N/A,F,2004.0,2020.0,16.0
585,Seeun,Yoon Seeun,윤세은,세은,2003-06-14,STAYC,2020-11-12,Hi-Up,South Korea,N/A,167.0,49.0,Pyeongtaek,N/A,N/A,F,2003.0,2020.0,17.0
586,Sieun,Park Sieun,박시은,시은,2001-08-01,STAYC,2020-11-12,Hi-Up,South Korea,N/A,160.0,44.0,Seoul,N/A,N/A,F,2001.0,2020.0,19.0
587,Sumin,Bae Sumin,배수민,수민,2001-03-13,STAYC,2020-11-12,Hi-Up,South Korea,N/A,159.0,46.0,Pohang,N/A,N/A,F,2001.0,2020.0,19.0
588,Yoon,Shim Jayoon,심자윤,윤,2004-04-14,STAYC,2020-11-12,Hi-Up,South Korea,N/A,171.0,49.0,Gwangju,N/A,N/A,F,2004.0,2020.0,16.0
589,Kim Sanggyun,Kim Sanggyun,김상균,김상균,1995-05-23,JBJ95,2018-10-30,Hunus,South Korea,N/A,N/A,N/A,Gwangju,JBJ,Topp Dogg| XENO-T,M,1995.0,2018.0,23.0
590,Doryun,Kim Doryun,킴도륜,도륜,2000-05-01,AIMERS,2022-11-17,Hyper Rhythm,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2000.0,2022.0,22.0
591,Eunjun,Choi Eunjun,최은준,은준,1999-08-06,AIMERS,2022-11-17,Hyper Rhythm,South Korea,N/A,N/A,N/A,N/A,N/A,Spectrum,M,1999.0,2022.0,23.0
592,Seunghwan,Park Seunghwan,박승환,승환,2002-04-06,AIMERS,2022-11-17,Hyper Rhythm,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2002.0,2022.0,20.0
593,Seunghyun,Lee Seunghyun,이승현,승현,1998-07-17,AIMERS,2022-11-17,Hyper Rhythm,South Korea,N/A,N/A,N/A,N/A,N/A,Spectrum,M,1998.0,2022.0,24.0
594,Wooyoung,Hwang Wooyoung,황우영,우영,2003-06-29,AIMERS,2022-11-17,Hyper Rhythm,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2003.0,2022.0,19.0
595,Yoel,Kim Yoel,킴요엘,요엘,2001-01-25,AIMERS,2022-11-17,Hyper Rhythm,South Korea,N/A,N/A,N/A,Seoul,N/A,N/A,M,2001.0,2022.0,21.0
596,Chaejeong,Lee Chaejeong,이채정,채정,1999-08-26,ALICE,2017-07-01,IOK Company,South Korea,N/A,164.0,48.0,N/A,N/A,N/A,F,1999.0,2017.0,18.0
597,Do-A,Choi Yuna,최윤아,도아,1999-02-02,ALICE,2017-07-01,IOK Company,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,1999.0,2017.0,18.0
598,EJ,Kim Eunji,김은지,이제이,1997-08-13,ALICE,2017-07-01,IOK Company,South Korea,N/A,164.0,47.0,N/A,N/A,N/A,F,1997.0,2017.0,20.0
599,Karin,Min Karin,민가린,가린,2002-01-05,ALICE,2017-07-01,IOK Company,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,2002.0,2017.0,15.0
600,Sohee,Kim Sohee,김소희,소희,1999-12-31,ALICE,2017-07-01,IOK Company,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,1999.0,2017.0,18.0
601,Yeonje,Yang Yeonje,양연제,혜성,1999-10-15,ALICE,2017-07-01,IOK Company,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,1999.0,2017.0,18.0
602,Yukyung,Lee Yukyung,이유경,유경,1999-11-05,ALICE,2017-07-01,IOK Company,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,1999.0,2017.0,18.0
603,Hyunjun,Bae Hyunjun,배현준,현준,2003-06-06,ATBO,2022-07-27,IST,South Korea,N/A,180.0,N/A,Seoul,N/A,N/A,M,2003.0,2022.0,19.0
604,Junmin,Ryu Junmin,류준민,준민,2003-04-05,ATBO,2022-07-27,IST,South Korea,N/A,172.0,N/A,Jinju,N/A,N/A,M,2003.0,2022.0,19.0
605,Junseok,Oh Junseok,오준석,준석,2003-03-03,ATBO,2022-07-27,IST,South Korea,N/A,174.0,N/A,Jeju,N/A,N/A,M,2003.0,2022.0,19.0
606,Rakwon,Seok Rakwon,석락원,락원,2003-11-14,ATBO,2022-07-27,IST,South Korea,N/A,172.0,N/A,Seoul,N/A,N/A,M,2003.0,2022.0,19.0
607,Seunghwan,Jeong Seunghwan,정승환,승환,2004-01-27,ATBO,2022-07-27,IST,South Korea,N/A,177.0,N/A,Busan,N/A,N/A,M,2004.0,2022.0,18.0
608,Won Bin,Won Bin,원빈,원빈,2004-07-01,ATBO,2022-07-27,IST,South Korea,N/A,183.0,N/A,Gyeonggi,N/A,N/A,M,2004.0,2022.0,18.0
609,Yeonkyu,Kim Yeonkyu,김연규,연규,2004-05-03,ATBO,2022-07-27,IST,South Korea,N/A,171.0,N/A,Seoul,N/A,N/A,M,2004.0,2022.0,18.0
610,Eunil,Kim Eunil,김은일,은일,2003-11-21,TRENDZ,2022-01-05,Interpark,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2003.0,2022.0,19.0
611,Hankook,Cho Hankook,조한국,한국,2002-04-03,TRENDZ,2022-01-05,Interpark,South Korea,N/A,N/A,N/A,Seoul,N/A,N/A,M,2002.0,2022.0,20.0
612,Havit,Lee Havit,이하빛,하빛,1999-06-07,TRENDZ,2022-01-05,Interpark,South Korea,N/A,N/A,N/A,Incheon,N/A,N/A,M,1999.0,2022.0,23.0
613,Leon,Kim Donghyun,김동현,리온,2000-07-25,TRENDZ,2022-01-05,Interpark,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2000.0,2022.0,22.0
614,Yechan,Jeong Yechan,정예찬,예찬,2005-10-27,TRENDZ,2022-01-05,Interpark,South Korea,N/A,N/A,N/A,Seoul,N/A,N/A,M,2005.0,2022.0,17.0
615,Yoonwoo,Lee Choonghyun,이충현,윤우,2000-08-28,TRENDZ,2022-01-05,Interpark,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2000.0,2022.0,22.0
616,ra.L,Yi Taehyun,이태현,라엘,2003-09-29,TRENDZ,2022-01-05,Interpark,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2003.0,2022.0,19.0
617,Eseo,Noh Hyunjung,노현정,이서,1996-03-04,LUNARSOLAR,2020-09-02,J Planet,South Korea,N/A,161.0,N/A,N/A,N/A,N/A,F,1996.0,2020.0,24.0
618,Jian,Kwon Jieun,권지은,지안,2001-03-14,LUNARSOLAR,2020-09-02,J Planet,South Korea,N/A,N/A,N/A,N/A,N/A,S.E.T,F,2001.0,2020.0,19.0
619,Taeryeong,Lim Jeongmin,임정민,태령,2000-12-27,LUNARSOLAR,2020-09-02,J Planet,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,2000.0,2020.0,20.0
620,Yuuri,Tokunaga Yuuri,도쿠나가 유우리,유우리,2001-05-16,LUNARSOLAR,2020-09-02,J Planet,Japan,N/A,N/A,N/A,N/A,N/A,N/A,F,2001.0,2020.0,19.0
621,Choi Jiann,Choi Jaewoo,최재우,최지안,1997-09-30,Newkidd,2019-04-25,J-FLO,South Korea,N/A,175.0,N/A,N/A,N/A,N/A,M,1997.0,2019.0,22.0
622,Hwi,Jo Mingyu,조민규,휘,2002-09-26,Newkidd,2019-04-25,J-FLO,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2002.0,2019.0,17.0
623,Ji Hansol,Ji Hansol,지한솔,지한솔,1994-11-21,Newkidd,2019-04-25,J-FLO,South Korea,N/A,182.0,63.0,Busan,N/A,UNB,M,1994.0,2019.0,25.0
624,Jinkwon,Kim Jinkwon,김진권,진권,2001-01-31,Newkidd,2019-04-25,J-FLO,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2001.0,2019.0,18.0
625,Seungchan,Kang Seungchan,강승찬,승찬,2003-01-01,Newkidd,2019-04-25,J-FLO,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2003.0,2019.0,16.0
626,Woochul,Shin Woochul,신우철,우철,2002-10-02,Newkidd,2019-04-25,J-FLO,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2002.0,2019.0,17.0
627,Yunmin,Yun Min,윤민,윤민,2001-02-26,Newkidd,2019-04-25,J-FLO,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2001.0,2019.0,18.0
628,On,Kim Dongwoo,김동우,온,N/A,ABLUE,2022-10-23,J-Star,South Korea,N/A,177.0,65.0,N/A,N/A,N/A,M,N/A,2022.0,N/A
629,Seongsoo,Park Seongsoo,박성수,성수,1999-04-07,ABLUE,2022-10-23,J-Star,South Korea,N/A,180.0,65.0,N/A,N/A,BECZ,M,1999.0,2022.0,23.0
630,Sukjun,Lee Sukjun,이석준,석준,2000-01-31,ABLUE,2022-10-23,J-Star,South Korea,N/A,183.0,65.0,N/A,N/A,ANTARES,M,2000.0,2022.0,22.0
631,WinL,Yang Seungho,양승호,윈엘,1996-06-16,ABLUE,2022-10-23,J-Star,South Korea,N/A,177.0,68.0,Paju,N/A,BECZ,M,1996.0,2022.0,26.0
632,Wonjun,Jeong Wonjun,정원준,원준,1998-07-21,ABLUE,2022-10-23,J-Star,South Korea,N/A,187.0,73.0,N/A,N/A,ZPZG,M,1998.0,2022.0,24.0
633,You,Kim Taeyou,김태유,유,1999-11-17,ABLUE,2022-10-23,J-Star,South Korea,N/A,178.0,70.0,N/A,N/A,BECZ,M,1999.0,2022.0,23.0
634,Bokeun,Kim Bokeun,김복은,복은,1994-10-12,SIGNAL,2019-08-28,J-Star,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1994.0,2019.0,25.0
635,Gihwan,Kim Gihwan,김기환,기환,1993-11-24,SIGNAL,2019-08-28,J-Star,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1993.0,2019.0,26.0
636,Kyuhwan,Lee Kyuhwan,이규환,규환,1994-09-18,SIGNAL,2019-08-28,J-Star,South Korea,N/A,N/A,N/A,N/A,N/A,E7,M,1994.0,2019.0,25.0
637,Youngho,Noh Youngho,노영호,영호,1993-03-24,SIGNAL,2019-08-28,J-Star,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1993.0,2019.0,26.0
638,Ari,Kim Sunyoung,김선영,아리,1994-10-23,Tahiti,2012-06-23,J-line,South Korea,N/A,N/A,N/A,Daegu,N/A,N/A,F,1994.0,2012.0,18.0
639,Jerrry,Ahn Sohyun,안소현,제리,1992-08-27,Tahiti,2012-06-23,J-line,South Korea,N/A,N/A,N/A,Seoul,N/A,N/A,F,1992.0,2012.0,20.0
640,Jisoo,Shin Jisoo,신지수,지수,1994-02-28,Tahiti,2012-06-23,J-line,South Korea,N/A,N/A,N/A,Chuncheon,N/A,N/A,F,1994.0,2012.0,18.0
641,Minjae,Shin Minjae,신민재,민재,1991-08-13,Tahiti,2012-06-23,J-line,South Korea,N/A,N/A,N/A,Busan,N/A,N/A,F,1991.0,2012.0,21.0
642,Miso,Park Miso,박미소,미소,1991-04-04,Tahiti,2012-06-23,J-line,South Korea,N/A,N/A,N/A,Gwangju,N/A,N/A,F,1991.0,2012.0,21.0
643,G.O,Jung Byunghee,정병희,지오,1987-11-06,MBLAQ,2009-10-14,J. Tune,South Korea,N/A,N/A,N/A,Changwon,N/A,N/A,M,1987.0,2009.0,22.0
644,Mir,Bang Cheolyong,방철용,미르,1991-03-10,MBLAQ,2009-10-14,J. Tune,South Korea,N/A,N/A,N/A,Bukhamyeon,N/A,N/A,M,1991.0,2009.0,18.0
645,Seungho,Yang Seungho,양승호,승호,1987-10-16,MBLAQ,2009-10-14,J. Tune,South Korea,N/A,N/A,N/A,Seoul,N/A,N/A,M,1987.0,2009.0,22.0
646,Eun,Choi Eunmi,최은미,은,1990-05-14,Two X,2012-08-20,J. Tune,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,1990.0,2012.0,22.0
647,Eunyoung,Joo Eunyoung,주은영,은영,1992-06-12,Two X,2012-08-20,J. Tune,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,1992.0,2012.0,20.0
648,Jiyou,Im Changsook,임창숙,지유,1989-06-15,Two X,2012-08-20,J. Tune,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,1989.0,2012.0,23.0
649,Surin,Kim Surin,김수린,수린,1991-12-27,Two X,2012-08-20,J. Tune,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,1991.0,2012.0,21.0
650,Hangyeom,Song Hangyeom,송한겸,한겸,1996-07-17,OMEGA X,2016-10-17,JT Corea,South Korea,N/A,N/A,N/A,N/A,N/A,7 O'clock,M,1996.0,2016.0,20.0
651,Hyuk,Yang Hyuk,양혁,혁,2000-03-15,OMEGA X,2016-10-17,JT Corea,South Korea,N/A,183.0,67.0,N/A,N/A,ENOi,M,2000.0,2016.0,16.0
652,Jaehan,Kim Jaehan,김재한,재한,1995-07-01,OMEGA X,2016-10-17,JT Corea,South Korea,N/A,N/A,N/A,N/A,N/A,Spectrum,M,1995.0,2016.0,21.0
653,Jehyun,Moon Jehyun,문제현,제현,1999-04-20,OMEGA X,2016-10-17,JT Corea,South Korea,N/A,N/A,N/A,N/A,N/A,1TEAM,M,1999.0,2016.0,17.0
654,Junghoon,Han Jeonghoon,한정훈,정훈,2000-02-14,OMEGA X,2016-10-17,JT Corea,South Korea,N/A,177.0,61.0,N/A,N/A,ENOi,M,2000.0,2016.0,16.0
655,Kevin,Park Jinwoo,박진우,케빈,2000-01-12,OMEGA X,2016-10-17,JT Corea,South Korea,N/A,167.0,51.0,N/A,N/A,ENOi,M,2000.0,2016.0,16.0
656,Taedong,Kim Taedong,김태동,태동,1997-11-07,OMEGA X,2016-10-17,JT Corea,South Korea,N/A,177.0,61.0,N/A,N/A,GIDONGDAE,M,1997.0,2016.0,19.0
657,XEN,Lee Jinwoo,이진우,젠,1998-02-20,OMEGA X,2016-10-17,JT Corea,South Korea,N/A,N/A,N/A,N/A,N/A,1TEAM,M,1998.0,2016.0,18.0
658,Yechan,Shin Yechan,신예찬,예찬,2001-05-14,OMEGA X,2016-10-17,JT Corea,South Korea,N/A,183.0,64.0,Seoul,N/A,1the9,M,2001.0,2016.0,15.0
