eco,group,subgroup,name,pgn
A30,English Opening,Wing Gambit,English Opening: Wing Gambit,1. c4 c5 2. b4
A10,English Opening,Zilbermints Gambit,English Opening: Zilbermints Gambit,1. c4 g5 2. d4 e5
A15,English Orangutan,,English Orangutan,1. c4 Nf6 2. b4
A15,English Orangutan,,English Orangutan,1. c4 Nf6 2. Nf3 g6 3. b4
A40,Englund Gambit,,Englund Gambit,1. d4 e5
A40,Englund Gambit,Felbecker Gambit,Englund Gambit: Felbecker Gambit,1. d4 e5 2. dxe5 Nc6 3. Nf3 Bc5
A40,Englund Gambit,Hartlaub-Charlick Gambit,Englund Gambit: Hartlaub-Charlick Gambit,1. d4 e5 2. dxe5 d6
A40,Englund Gambit,Main Line,Englund Gambit: Main Line,1. d4 e5 2. dxe5 Nc6 3. Nf3 Qe7
A40,Englund Gambit,Mosquito Gambit,Englund Gambit: Mosquito Gambit,1. d4 e5 2. dxe5 Qh4
A40,Englund Gambit,Soller Gambit,Englund Gambit: Soller Gambit,1. d4 e5 2. dxe5 f6
A40,Englund Gambit,Soller Gambit Deferred,Englund Gambit: Soller Gambit Deferred,1. d4 e5 2. dxe5 Nc6 3. Nf3 f6
A40,Englund Gambit,Stockholm Variation,Englund Gambit: Stockholm Variation,1. d4 e5 2. dxe5 Nc6 3. Nf3 Qe7 4. Qd5
A40,Englund Gambit,Zilbermints Gambit,Englund Gambit: Zilbermints Gambit,1. d4 e5 2. dxe5 Nc6 3. Nf3 Nge7
A40,Englund Gambit Declined,,Englund Gambit Declined,1. d4 e5 2. d5
A40,Englund Gambit Declined,Diemer Counterattack,Englund Gambit Declined: Diemer Counterattack,1. d4 e5 2. d5 Bc5 3. e4 Qh4
A40,Englund Gambit Declined,Reversed Alekhine,Englund Gambit Declined: Reversed Alekhine,1. d4 e5 2. Nf3
A40,Englund Gambit Declined,Reversed Brooklyn,Englund Gambit Declined: Reversed Brooklyn,1. d4 e5 2. Nf3 e4 3. Ng1
A40,Englund Gambit Declined,Reversed French,Englund Gambit Declined: Reversed French,1. d4 e5 2. e3
A40,Englund Gambit Declined,Reversed Krebs,Englund Gambit Declined: Reversed Krebs,1. d4 e5 2. Nf3 e4
A40,Englund Gambit Declined,Reversed Mokele Mbembe,Englund Gambit Declined: Reversed Mokele Mbembe,1. d4 e5 2. Nf3 e4 3. Ne5
A00,Formation,Hippopotamus Attack,Formation: Hippopotamus Attack,1. a3 e5 2. b3 d5 3. c3 Nf6 4. d3 Nc6 5. e3 Bd6 6. f3 O-O 7. g3
A00,Formation,Shy Attack,Formation: Shy Attack,1. a3 e5 2. g3 d5 3. Bg2 Nf6 4. d3 Nc6 5. Nd2 Bd6 6. e3 O-O 7. h3
C47,Four Knights Game,,Four Knights Game,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6
C47,Four Knights Game,Glek System,Four Knights Game: Glek System,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. g3
C47,Four Knights Game,Glek System,Four Knights Game: Glek System,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. g3 d5 5. exd5 Nxd5 6. Bg2 Nxc3 7. bxc3
C47,Four Knights Game,Gunsberg Variation,Four Knights Game: Gunsberg Variation,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. a3
C47,Four Knights Game,Halloween Gambit,Four Knights Game: Halloween Gambit,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Nxe5
C47,Four Knights Game,Halloween Gambit,"Four Knights Game: Halloween Gambit, Oldtimer Variation",1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Nxe5 Nxe5 5. d4 Ng6 6. e5 Ng8 7. Bc4 Bb4 8. Qf3 f5
C47,Four Knights Game,Halloween Gambit,"Four Knights Game: Halloween Gambit, Plasma Variation",1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Nxe5 Nxe5 5. d4 Nc6 6. d5 Ne5 7. f4 Ng6 8. e5 Ng8 9. d6 cxd6 10. exd6 Qf6 11. Nb5 Rb8
C47,Four Knights Game,Italian Variation,Four Knights Game: Italian Variation,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Nc3
C50,Four Knights Game,Italian Variation,Four Knights Game: Italian Variation,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. Nc3 Nf6
C47,Four Knights Game,Italian Variation,"Four Knights Game: Italian Variation, Noa Gambit",1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Nc3 Nxe4 5. Bxf7+
C47,Four Knights Game,Naroditsky Variation,Four Knights Game: Naroditsky Variation,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Nd5
C47,Four Knights Game,Scotch Variation,Four Knights Game: Scotch Variation,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. d4
C47,Four Knights Game,Scotch Variation Accepted,Four Knights Game: Scotch Variation Accepted,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. d4 exd4
C47,Four Knights Game,Scotch Variation Accepted,"Four Knights Game: Scotch Variation Accepted, Main Line",1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. d4 exd4 5. Nxd4 Bb4 6. Nxc6 bxc6 7. Bd3 d5 8. exd5 O-O 9. O-O
C47,Four Knights Game,Scotch Variation,"Four Knights Game: Scotch Variation, Belgrade Gambit",1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. d4 exd4 5. Nd5
C47,Four Knights Game,Scotch Variation,"Four Knights Game: Scotch Variation, Belgrade Gambit, Modern Defense",1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. d4 exd4 5. Nd5 Nxe4 6. Qe2 f5
C47,Four Knights Game,Scotch Variation,"Four Knights Game: Scotch Variation, Krause Gambit",1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. d4 Bb4 5. Nxe5
C47,Four Knights Game,Scotch Variation,"Four Knights Game: Scotch Variation, Krause Gambit, Leonhardt Defense",1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. d4 Bb4 5. Nxe5 Qe7
C47,Four Knights Game,Scotch Variation,"Four Knights Game: Scotch Variation, Oxford Gambit",1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. d4 Bb4 5. d5 Nd4
C47,Four Knights Game,Scotch Variation,"Four Knights Game: Scotch Variation, Schmid Defense",1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. d4 exd4 5. Nxd4 Nxe4
C48,Four Knights Game,Spanish Variation,Four Knights Game: Spanish Variation,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5
C49,Four Knights Game,Spanish Variation,Four Knights Game: Spanish Variation,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 Bxc3
C49,Four Knights Game,Spanish Variation,"Four Knights Game: Spanish Variation, Alatortsev Variation",1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 Qe7 7. Ne2 d5
C48,Four Knights Game,Spanish Variation,"Four Knights Game: Spanish Variation, Bardeleben Variation",1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bc5 5. O-O O-O 6. Nxe5 Nxe5 7. d4 Bd6 8. f4 Nc6 9. e5 Bb4
C48,Four Knights Game,Spanish Variation,"Four Knights Game: Spanish Variation, Classical Variation",1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bc5
C49,Four Knights Game,Spanish Variation,"Four Knights Game: Spanish Variation, Double Spanish",1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4
C49,Four Knights Game,Spanish Variation,"Four Knights Game: Spanish Variation, Double Spanish",1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3
C49,Four Knights Game,Spanish Variation,"Four Knights Game: Spanish Variation, Gunsberg Counterattack",1. e4 e5 2. Nf3 Nf6 3. Nc3 Nc6 4. Bb5 Bb4 5. O-O O-O 6. Nd5 Nxd5 7. exd5 e4
C49,Four Knights Game,Spanish Variation,"Four Knights Game: Spanish Variation, Janowski Variation",1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 Bxc3 7. bxc3 d6 8. Re1
C49,Four Knights Game,Spanish Variation,"Four Knights Game: Spanish Variation, Nimzowitsch Variation",1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. Bxc6
C48,Four Knights Game,Spanish Variation,"Four Knights Game: Spanish Variation, Ranken Variation",1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 a6 5. Bxc6
C48,Four Knights Game,Spanish Variation,"Four Knights Game: Spanish Variation, Rubinstein Variation",1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Nd4
C48,Four Knights Game,Spanish Variation,"Four Knights Game: Spanish Variation, Rubinstein Variation",1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Nd4 5. Be2
C48,Four Knights Game,Spanish Variation,"Four Knights Game: Spanish Variation, Rubinstein Variation",1. e4 e5 2. Nf3 Nf6 3. Nc3 Nc6 4. Bb5 Nd4 5. Nxe5 Qe7 6. f4
C48,Four Knights Game,Spanish Variation,"Four Knights Game: Spanish Variation, Rubinstein Variation Accepted",1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Nd4 5. Nxd4
C48,Four Knights Game,Spanish Variation,"Four Knights Game: Spanish Variation, Rubinstein Variation, Henneberger Variation",1. e4 e5 2. Nf3 Nf6 3. Nc3 Nc6 4. Bb5 Nd4 5. O-O
C48,Four Knights Game,Spanish Variation,"Four Knights Game: Spanish Variation, Rubinstein Variation, Marshall Gambit",1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Nd4 5. Ba4 Bc5 6. Nxe5 O-O
C48,Four Knights Game,Spanish Variation,"Four Knights Game: Spanish Variation, Rubinstein Variation, Marshall Variation",1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Nd4 5. Nxe5 Bc5 6. O-O O-O
C48,Four Knights Game,Spanish Variation,"Four Knights Game: Spanish Variation, Rubinstein Variation, Maróczy Variation",1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Nd4 5. Be2 Nxf3+ 6. Bxf3 Bc5 7. O-O O-O 8. d3 d6 9. Na4 Bb6
C48,Four Knights Game,Spanish Variation,"Four Knights Game: Spanish Variation, Spielmann Variation",1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 a6 5. Bxc6 dxc6 6. Nxe5 Nxe4 7. Nxe4 Qd4 8. O-O Qxe5 9. Re1 Be6 10. d4 Qd5
C49,Four Knights Game,Spanish Variation,"Four Knights Game: Spanish Variation, Svenonius Variation",1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 Bxc3 7. bxc3 d5
C49,Four Knights Game,Spanish Variation,"Four Knights Game: Spanish Variation, Symmetrical Variation",1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 d6
C49,Four Knights Game,Spanish Variation,"Four Knights Game: Spanish Variation, Symmetrical Variation",1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 d6 7. Bg5 Bxc3 8. bxc3 Qe7 9. Re1 Nd8 10. d4 Bg4
C49,Four Knights Game,Spanish Variation,"Four Knights Game: Spanish Variation, Symmetrical Variation",1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 d6 7. Bg5 Ne7
C49,Four Knights Game,Spanish Variation,"Four Knights Game: Spanish Variation, Symmetrical Variation",1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 d6 7. Ne2
C49,Four Knights Game,Spanish Variation,"Four Knights Game: Spanish Variation, Symmetrical Variation, Blake Variation",1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 d6 7. Bg5 Ne7 8. Nh4 c6 9. Bc4 d5 10. Bb3 Qd6
C49,Four Knights Game,Spanish Variation,"Four Knights Game: Spanish Variation, Symmetrical Variation, Metger Unpin",1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bb4 5. O-O O-O 6. d3 d6 7. Bg5 Bxc3 8. bxc3 Qe7
C49,Four Knights Game,Spanish Variation,"Four Knights Game: Spanish Variation, Symmetrical Variation, Tarrasch Variation",1. e4 e5 2. Nf3 Nf6 3. Nc3 Nc6 4. Bb5 Bb4 5. O-O O-O 6. d3 d6 7. Bg5 Be6
C00,French Defense,,French Defense,1. e4 e6
C00,French Defense,,French Defense,1. e4 e6 2. d4 d5
C02,French Defense,Advance Variation,French Defense: Advance Variation,1. e4 e6 2. d4 d5 3. e5
C02,French Defense,Advance Variation,French Defense: Advance Variation,1. e4 e6 2. d4 d5 3. e5 c5
C02,French Defense,Advance Variation,French Defense: Advance Variation,1. e4 e6 2. d4 d5 3. e5 c5 4. c3
C02,French Defense,Advance Variation,French Defense: Advance Variation,1. e4 e6 2. d4 d5 3. e5 c5 4. c3 Nc6
C02,French Defense,Advance Variation,"French Defense: Advance Variation, Euwe Variation",1. e4 e6 2. d4 d5 3. e5 c5 4. c3 Nc6 5. Nf3 Bd7
C02,French Defense,Advance Variation,"French Defense: Advance Variation, Extended Bishop Swap",1. e4 e6 2. d4 d5 3. e5 Bd7
C02,French Defense,Advance Variation,"French Defense: Advance Variation, Frenkel Gambit",1. e4 e6 2. d4 d5 3. e5 c5 4. b4
C02,French Defense,Advance Variation,"French Defense: Advance Variation, Kupreichik Variation",1. e4 e6 2. d4 d5 3. e5 c5 4. c3 Nc6 5. Be3
C02,French Defense,Advance Variation,"French Defense: Advance Variation, Lputian Variation",1. e4 e6 2. d4 d5 3. e5 c5 4. c3 Nc6 5. Nf3 Qb6 6. a3 Nh6
C02,French Defense,Advance Variation,"French Defense: Advance Variation, Main Line",1. e4 e6 2. d4 d5 3. e5 c5 4. c3 Nc6 5. Nf3 Qb6 6. a3
C02,French Defense,Advance Variation,"French Defense: Advance Variation, Milner-Barry Gambit",1. e4 e6 2. d4 d5 3. e5 c5 4. c3 Nc6 5. Nf3 Qb6 6. Bd3
C02,French Defense,Advance Variation,"French Defense: Advance Variation, Milner-Barry Gambit, Hector Variation",1. e4 e6 2. d4 d5 3. e5 c5 4. c3 Nc6 5. Nf3 Qb6 6. Bd3 cxd4 7. O-O
C02,French Defense,Advance Variation,"French Defense: Advance Variation, Milner-Barry Gambit, Hector Variation",1. e4 e6 2. d4 d5 3. e5 c5 4. c3 Nc6 5. Nf3 Qb6 6. Bd3 cxd4 7. O-O Bd7 8. Re1
C02,French Defense,Advance Variation,"French Defense: Advance Variation, Milner-Barry Gambit, Main Line",1. e4 e6 2. d4 d5 3. e5 c5 4. c3 Nc6 5. Nf3 Qb6 6. Bd3 cxd4 7. cxd4 Bd7 8. O-O
C02,French Defense,Advance Variation,"French Defense: Advance Variation, Milner-Barry Gambit, Sørensen Variation",1. e4 e6 2. d4 d5 3. e5 c5 4. c3 Nc6 5. Nf3 Qb6 6. Bd3 cxd4 7. cxd4 Bd7 8. O-O Nxd4 9. Ng5
C02,French Defense,Advance Variation,"French Defense: Advance Variation, Nimzowitsch Attack",1. e4 e6 2. d4 d5 3. e5 c5 4. Qg4
C02,French Defense,Advance Variation,"French Defense: Advance Variation, Nimzowitsch Gambit",1. e4 e6 2. d4 d5 3. e5 c5 4. Qg4 cxd4 5. Nf3
C02,French Defense,Advance Variation,"French Defense: Advance Variation, Nimzowitsch System",1. e4 e6 2. d4 d5 3. e5 c5 4. Nf3
C02,French Defense,Advance Variation,"French Defense: Advance Variation, Paulsen Attack",1. e4 e6 2. d4 d5 3. e5 c5 4. c3 Nc6 5. Nf3
C02,French Defense,Advance Variation,"French Defense: Advance Variation, Ruisdonk Gambit",1. e4 e6 2. d4 d5 3. e5 c5 4. Nf3 cxd4 5. Bd3
C02,French Defense,Advance Variation,"French Defense: Advance Variation, Steinitz Variation",1. e4 e6 2. d4 d5 3. e5 c5 4. dxc5
C02,French Defense,Advance Variation,"French Defense: Advance Variation, Wade Variation",1. e4 e6 2. d4 d5 3. e5 c5 4. c3 Qb6 5. Nf3 Bd7
C00,French Defense,Alapin Gambit,French Defense: Alapin Gambit,1. e4 e6 2. d4 d5 3. Be3
C13,French Defense,Alekhine-Chatard Attack,French Defense: Alekhine-Chatard Attack,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. h4
C13,French Defense,Alekhine-Chatard Attack,"French Defense: Alekhine-Chatard Attack, Albin-Chatard Gambit",1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. h4 Bxg5 7. hxg5 Qxg5
C13,French Defense,Alekhine-Chatard Attack,"French Defense: Alekhine-Chatard Attack, Breyer Variation",1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. h4 c5
C13,French Defense,Alekhine-Chatard Attack,"French Defense: Alekhine-Chatard Attack, Maróczy Variation",1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. h4 a6
C13,French Defense,Alekhine-Chatard Attack,"French Defense: Alekhine-Chatard Attack, Spielmann Variation",1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. h4 O-O
C13,French Defense,Alekhine-Chatard Attack,"French Defense: Alekhine-Chatard Attack, Teichmann Variation",1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. h4 f6
C00,French Defense,Baeuerle Gambit,French Defense: Baeuerle Gambit,1. e4 e6 2. d4 b5
C00,French Defense,Banzai-Leong Gambit,French Defense: Banzai-Leong Gambit,1. e4 e6 2. b4
C00,French Defense,Banzai-Leong Gambit,"French Defense: Banzai-Leong Gambit, Pinova Gambit",1. e4 e6 2. b4 Bxb4 3. e5
C00,French Defense,Bird Invitation,French Defense: Bird Invitation,1. e4 e6 2. Bb5
C00,French Defense,Carlson Gambit,French Defense: Carlson Gambit,1. e4 e6 2. d4 d5 3. Nf3 dxe4 4. Ne5
C00,French Defense,Chigorin Variation,French Defense: Chigorin Variation,1. e4 e6 2. Qe2
C11,French Defense,Classical Variation,French Defense: Classical Variation,1. e4 e6 2. d4 d5 3. Nc3 Nf6
C11,French Defense,Classical Variation,French Defense: Classical Variation,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5
C13,French Defense,Classical Variation,French Defense: Classical Variation,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 dxe4 5. Nxe4 Be7
C14,French Defense,Classical Variation,French Defense: Classical Variation,1. e4 e6 2. d4 d5 3. Nc3 a6 4. Nf3 Nf6 5. e5 Nfd7 6. Bg5
C14,French Defense,Classical Variation,French Defense: Classical Variation,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. Bxe7 Qxe7
C14,French Defense,Classical Variation,"French Defense: Classical Variation, Alapin Variation",1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. Bxe7 Qxe7 7. Nb5
C11,French Defense,Classical Variation,"French Defense: Classical Variation, Burn Variation",1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 dxe4
C11,French Defense,Classical Variation,"French Defense: Classical Variation, Burn Variation, Main Line",1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 dxe4 5. Nxe4 Be7 6. Bxf6 Bxf6 7. Nf3 O-O
C11,French Defense,Classical Variation,"French Defense: Classical Variation, Burn Variation, Morozevich Line",1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 dxe4 5. Nxe4 Be7 6. Bxf6 gxf6
C11,French Defense,Classical Variation,"French Defense: Classical Variation, Delayed Exchange Variation",1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. exd5
C13,French Defense,Classical Variation,"French Defense: Classical Variation, Frankfurt Variation",1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Ng8 6. Be3 b6
C13,French Defense,Classical Variation,"French Defense: Classical Variation, Normal Variation",1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7
C14,French Defense,Classical Variation,"French Defense: Classical Variation, Pollock Variation",1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. Bxe7 Qxe7 7. Qg4
C13,French Defense,Classical Variation,"French Defense: Classical Variation, Richter Attack",1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. Bxf6
C13,French Defense,Classical Variation,"French Defense: Classical Variation, Richter Attack",1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. Bxf6 Bxf6 6. e5 Be7 7. Qg4
C14,French Defense,Classical Variation,"French Defense: Classical Variation, Rubinstein Variation",1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. Bxe7 Qxe7 7. Qd2
C11,French Defense,Classical Variation,"French Defense: Classical Variation, Shirov-Anand Variation",1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. e5 Nfd7 5. Nce2
C14,French Defense,Classical Variation,"French Defense: Classical Variation, Stahlberg Variation",1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. Bxe7 Qxe7 7. f4 O-O 8. Nf3 c5 9. Qd2 Nc6 10. O-O-O c4
C11,French Defense,Classical Variation,"French Defense: Classical Variation, Steinitz Variation",1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. e5
C14,French Defense,Classical Variation,"French Defense: Classical Variation, Steinitz Variation",1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. Bxe7 Qxe7 7. f4
C11,French Defense,Classical Variation,"French Defense: Classical Variation, Swiss Variation",1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bd3
C14,French Defense,Classical Variation,"French Defense: Classical Variation, Tarrasch Variation",1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. Bxe7 Qxe7 7. Bd3
C13,French Defense,Classical Variation,"French Defense: Classical Variation, Tartakower Variation",1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Ne4
C13,French Defense,Classical Variation,"French Defense: Classical Variation, Vistaneckis Variation",1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Ng8
C00,French Defense,Diemer-Duhm Gambit,French Defense: Diemer-Duhm Gambit,1. e4 e6 2. d4 d5 3. c4
C00,French Defense,Diemer-Duhm Gambit Accepted,French Defense: Diemer-Duhm Gambit Accepted,1. e4 e6 2. d4 d5 3. c4 dxe4
C01,French Defense,Exchange Variation,French Defense: Exchange Variation,1. e4 e6 2. d4 d5 3. exd5
C01,French Defense,Exchange Variation,French Defense: Exchange Variation,1. e4 e6 2. d4 d5 3. exd5 exd5 4. Nf3
C01,French Defense,Exchange Variation,French Defense: Exchange Variation,1. e4 e6 2. d4 d5 3. exd5 exd5 4. Nc3
C01,French Defense,Exchange Variation,"French Defense: Exchange Variation, Bogoljubow Variation",1. e4 e6 2. d4 d5 3. exd5 exd5 4. Nc3 Nf6 5. Bg5 Nc6
C01,French Defense,Exchange Variation,"French Defense: Exchange Variation, Monte Carlo Variation",1. e4 e6 2. d4 d5 3. exd5 exd5 4. c4
C01,French Defense,Exchange Variation,"French Defense: Exchange Variation, Svenonius Variation",1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. exd5 exd5 5. Bg5
C00,French Defense,Franco-Hiva Gambit,French Defense: Franco-Hiva Gambit,1. e4 e6 2. d4 f5
C00,French Defense,Franco-Hiva Gambit Accepted,French Defense: Franco-Hiva Gambit Accepted,1. e4 e6 2. d4 f5 3. exf5
C00,French Defense,Franco-Sicilian Defense,French Defense: Franco-Sicilian Defense,1. e4 e6 2. d4 c5
C10,French Defense,Hecht-Reefschläger Variation,French Defense: Hecht-Reefschläger Variation,1. e4 e6 2. d4 d5 3. Nc3 Nc6
C11,French Defense,Henneberger Variation,French Defense: Henneberger Variation,1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Be3
C00,French Defense,Hoffmann Gambit,French Defense: Hoffmann Gambit,1. e4 e6 2. d4 d5 3. Qe2 e5 4. f4 exf4
C00,French Defense,Horwitz Attack,French Defense: Horwitz Attack,1. e4 e6 2. b3
C00,French Defense,Horwitz Attack,"French Defense: Horwitz Attack, Papa-Ticulat Gambit",1. e4 e6 2. b3 d5 3. Bb2
C00,French Defense,King's Indian Attack,French Defense: King's Indian Attack,1. e4 e6 2. d3
C00,French Defense,King's Indian Attack,"French Defense: King's Indian Attack, Franco-Hiva Gambit",1. e4 e6 2. d3 f5
C00,French Defense,Knight Variation,French Defense: Knight Variation,1. e4 e6 2. Nf3
C00,French Defense,Knight Variation,"French Defense: Knight Variation, Franco-Hiva Gambit",1. e4 e6 2. Nf3 f5
C00,French Defense,La Bourdonnais Variation,French Defense: La Bourdonnais Variation,1. e4 e6 2. f4
C00,French Defense,La Bourdonnais Variation,"French Defense: La Bourdonnais Variation, Reuter Gambit",1. e4 e6 2. f4 d5 3. Nf3 dxe4
C10,French Defense,Marshall Gambit,French Defense: Marshall Gambit,1. e4 e6 2. d4 d5 3. Nc3 c5
