country,title,number,name,term_start,term_end,party
United States,Leaders,5,Brock Adams,1977-01-23,1979-06-20,
United States,Leaders,6,Neil Goldschmidt,1979-09-24,1981-01-20,
United States,Leaders,7,Drew Lewis,1981-01-23,1983-02-01,
United States,Leaders,8,Elizabeth Dole,1983-02-07,1987-09-30,
United States,Leaders,9,James H. Burnley IV,1987-12-03,1989-01-20,
United States,Leaders,10,Samuel K. Skinner,1989-02-06,1991-12-15,
United States,Leaders,11,Andrew Card,1992-02-24,1993-01-20,
United States,Leaders,12,Federico Peña,1993-01-21,1997-02-14,
United States,Leaders,13,Rodney E. Slater,1997-02-14,2001-01-20,
United States,Leaders,14,Norman Mineta,2001-01-25,2006-07-07,
United States,Leaders,15,Mary E. Peters,2006-10-17,2009-01-20,
United States,Leaders,16,Ray LaHood,2009-01-23,2013-07-02,
United States,Leaders,17,Anthony Foxx,2013-07-02,2017-01-20,
United States,Leaders,18,Elaine Chao,2017-01-31,2021-01-11,
United States,Leaders,19,Pete Buttigieg,2021-02-03,2025-01-20,
United States,Leaders,20,Sean Duffy,2025-01-28,Incumbent,
United States,Leaders,1,Alexander Hamilton,1789-09-11,1795-01-31,
United States,Leaders,2,Oliver Wolcott Jr.,1795-02-03,1800-12-31,
United States,Leaders,3,Samuel Dexter,1801-01-01,1801-05-13,
United States,Leaders,4,Albert Gallatin,1801-05-14,1814-02-08,
United States,Leaders,5,George W. Campbell,1814-02-09,1814-10-05,
United States,Leaders,6,Alexander J. Dallas,1814-10-06,1816-10-21,
United States,Leaders,7,William H. Crawford,1816-10-22,1825-03-06,
United States,Leaders,8,Richard Rush,1825-03-07,1829-03-05,
United States,Leaders,9,Samuel D. Ingham,1829-03-06,1831-06-20,
United States,Leaders,10,Louis McLane,1831-06-21,1833-05-28,
United States,Leaders,11,William J. Duane,1833-05-29,1833-09-22,
United States,Leaders,12,Roger B. Taney,1833-09-23,1834-06-25,
United States,Leaders,13,Levi Woodbury,1834-07-01,1841-03-04,
United States,Leaders,14,Thomas Ewing,1841-03-05,1841-09-13,
United States,Leaders,15,Walter Forward,1841-09-13,1843-03-01,
United States,Leaders,16,John C. Spencer,1843-03-08,1844-05-02,
United States,Leaders,17,George M. Bibb,1844-07-04,1845-03-07,
United States,Leaders,18,Robert J. Walker,1845-03-08,1849-03-05,
United States,Leaders,19,William M. Meredith,1849-03-08,1850-07-22,
United States,Leaders,20,Thomas Corwin,1850-07-23,1853-03-06,
United States,Leaders,21,James Guthrie,1853-03-07,1857-03-06,
United States,Leaders,22,Howell Cobb,1857-03-07,1860-12-08,
United States,Leaders,23,Philip F. Thomas,1860-12-12,1861-01-14,
United States,Leaders,24,John A. Dix,1861-01-15,1861-03-06,
United States,Leaders,25,Salmon P. Chase,1861-03-07,1864-06-30,
United States,Leaders,26,William P. Fessenden,1864-07-05,1865-03-03,
United States,Leaders,27,Hugh McCulloch,1865-03-09,1869-03-03,
United States,Leaders,28,George S. Boutwell,1869-03-12,1873-03-16,
United States,Leaders,29,William A. Richardson,1873-03-17,1874-06-03,
United States,Leaders,30,Benjamin Bristow,1874-06-04,1876-06-20,
United States,Leaders,31,Lot M. Morrill,1876-07-07,1877-03-09,
United States,Leaders,32,John Sherman,1877-03-10,1881-03-03,
United States,Leaders,33,William Windom,1881-03-08,1881-11-13,
United States,Leaders,34,Charles J. Folger,1881-11-14,1884-09-04,
United States,Leaders,35,Walter Q. Gresham,1884-09-05,1884-10-30,
United States,Leaders,36,Hugh McCulloch,1884-10-31,1885-03-07,
United States,Leaders,37,Daniel Manning,1885-03-08,1887-03-31,
United States,Leaders,38,Charles S. Fairchild,1887-04-01,1889-03-06,
United States,Leaders,39,William Windom,1889-03-07,1891-01-29,
United States,Leaders,40,Charles Foster,1891-02-25,1893-03-06,
United States,Leaders,41,John G. Carlisle,1893-03-07,1897-03-05,
United States,Leaders,42,Lyman J. Gage,1897-03-06,1902-01-31,
United States,Leaders,43,Leslie M. Shaw,1902-02-01,1907-03-03,
United States,Leaders,44,George B. Cortelyou,1907-03-04,1909-03-07,
United States,Leaders,45,Franklin MacVeagh,1909-03-08,1913-03-05,
United States,Leaders,46,William G. McAdoo,1913-03-06,1918-12-15,
United States,Leaders,47,Carter Glass,1918-12-16,1920-02-01,
United States,Leaders,48,David F. Houston,1920-02-02,1921-03-03,
United States,Leaders,49,Andrew Mellon,1921-03-04,1932-02-12,
United States,Leaders,50,Ogden L. Mills,1932-02-13,1933-03-04,
United States,Leaders,51,William H. Woodin,1933-03-05,1933-12-31,
United States,Leaders,52,Henry Morgenthau Jr.,1934-01-01,1945-07-22,
United States,Leaders,53,Fred M. Vinson,1945-07-23,1946-06-23,
United States,Leaders,54,John W. Snyder,1946-06-25,1953-01-20,
United States,Leaders,55,George M. Humphrey,1953-01-21,1957-07-29,
United States,Leaders,56,Robert B. Anderson,1957-07-29,1961-01-20,
United States,Leaders,57,C. Douglas Dillon,1961-01-21,1965-04-01,
United States,Leaders,58,Henry H. Fowler,1965-04-01,1968-12-20,
United States,Leaders,59,Joseph W. Barr,1968-12-21,1969-01-20,
United States,Leaders,60,David M. Kennedy,1969-01-22,1971-02-10,
United States,Leaders,61,John Connally,1971-02-11,1972-06-12,
United States,Leaders,62,George Shultz,1972-06-12,1974-05-08,
United States,Leaders,63,William E. Simon,1974-05-09,1977-01-20,
United States,Leaders,64,W. Michael Blumenthal,1977-01-23,1979-08-04,
United States,Leaders,65,G. William Miller,1979-08-06,1981-01-20,
United States,Leaders,66,Donald Regan,1981-01-22,1985-02-01,
United States,Leaders,67,James Baker,1985-02-04,1988-08-17,
United States,Leaders,68,Nicholas F. Brady,1988-09-15,1993-01-17,
United States,Leaders,69,Lloyd Bentsen,1993-01-20,1994-12-22,
United States,Leaders,70,Robert Rubin,1995-01-11,1999-07-02,
United States,Leaders,71,Lawrence Summers,1999-07-02,2001-01-20,
United States,Leaders,72,Paul O'Neill,2001-01-20,2002-12-31,
United States,Leaders,73,John W. Snow,2003-02-03,2006-06-28,
United States,Leaders,74,Henry Paulson,2006-07-10,2009-01-20,
United States,Leaders,75,Timothy Geithner,2009-01-26,2013-01-25,
United States,Leaders,76,Jack Lew,2013-02-28,2017-01-20,
United States,Leaders,77,Steven Mnuchin,2017-02-13,2021-01-20,
United States,Leaders,78,Janet Yellen,2021-01-26,2025-01-20,
United States,Leaders,79,Scott Bessent,2025-01-28,Incumbent,
United States,Leaders,1,Ed Derwinski,1989-03-15,1992-09-26,
United States,Leaders,2,Jesse Brown,1993-01-22,1997-07-13,
United States,Leaders,3,Togo D. West Jr.,1998-05-05,2000-07-25,
United States,Leaders,4,Hershel W. Gober (Acting),2000-07-25,2001-01-20,
United States,Leaders,5,Anthony Principi,2001-01-24,2005-01-26,
United States,Leaders,6,Jim Nicholson,2005-01-26,2007-10-01,
United States,Leaders,7,James Peake,2007-12-20,2009-01-20,
United States,Leaders,8,Eric Shinseki,2009-01-21,2014-05-30,
United States,Leaders,9,Bob McDonald,2014-07-30,2017-01-20,
United States,Leaders,10,David Shulkin,2017-02-14,2018-03-28,
United States,Leaders,11,Robert Wilkie,2018-07-30,2021-01-20,
United States,Leaders,12,Denis McDonough,2021-02-09,2025-01-20,
United States,Leaders,13,Doug Collins,2025-02-05,Incumbent,
United States,Leaders,1,John Adams,1789-04-21,1797-03-04,
United States,Leaders,2,Thomas Jefferson,1797-03-04,1801-03-04,
United States,Leaders,3,Aaron Burr,1801-03-04,1805-03-04,
United States,Leaders,4,George Clinton,1805-03-04,1812-04-20,
United States,Leaders,5,Elbridge Gerry,1813-03-04,1814-11-23,
United States,Leaders,6,Daniel D. Tompkins,1817-03-04,1825-03-04,
United States,Leaders,7,John C. Calhoun,1825-03-04,1832-12-28,
United States,Leaders,8,Martin Van Buren,1833-03-04,1837-03-04,
United States,Leaders,9,Richard Mentor Johnson,1837-03-04,1841-03-04,
United States,Leaders,10,John Tyler,1841-03-04,1841-04-04,
United States,Leaders,11,George M. Dallas,1845-03-04,1849-03-04,
United States,Leaders,12,Millard Fillmore,1849-03-04,1850-07-09,
United States,Leaders,13,William R. King,1853-03-04,1853-04-18,
United States,Leaders,14,John C. Breckinridge,1857-03-04,1861-03-04,
United States,Leaders,15,Hannibal Hamlin,1861-03-04,1865-03-04,
United States,Leaders,16,Andrew Johnson,1865-03-04,1865-04-15,
United States,Leaders,17,Schuyler Colfax,1869-03-04,1873-03-04,
United States,Leaders,18,Henry Wilson,1873-03-04,1875-11-22,
United States,Leaders,19,William A. Wheeler,1877-03-04,1881-03-04,
United States,Leaders,20,Chester A. Arthur,1881-03-04,1881-09-19,
United States,Leaders,21,Thomas A. Hendricks,1885-03-04,1885-11-25,
United States,Leaders,22,Levi P. Morton,1889-03-04,1893-03-04,
United States,Leaders,23,Adlai Stevenson I,1893-03-04,1897-03-04,
United States,Leaders,24,Garret Hobart,1897-03-04,1899-11-21,
United States,Leaders,25,Theodore Roosevelt,1901-03-04,1901-09-14,
United States,Leaders,26,Charles W. Fairbanks,1905-03-04,1909-03-04,
United States,Leaders,27,James S. Sherman,1909-03-04,1912-10-30,
United States,Leaders,28,Thomas R. Marshall,1913-03-04,1921-03-04,
United States,Leaders,29,Calvin Coolidge,1921-03-04,1923-08-02,
United States,Leaders,30,Charles G. Dawes,1925-03-04,1929-03-04,
United States,Leaders,31,Charles Curtis,1929-03-04,1933-03-04,
United States,Leaders,32,John N. Garner,1933-03-04,1941-01-20,
United States,Leaders,33,Henry A. Wallace,1941-01-20,1945-01-20,
United States,Leaders,34,Harry S. Truman,1945-01-20,1945-04-12,
United States,Leaders,35,Alben W. Barkley,1949-01-20,1953-01-20,
United States,Leaders,36,Richard Nixon,1953-01-20,1961-01-20,
United States,Leaders,37,Lyndon B. Johnson,1961-01-20,1963-11-22,
United States,Leaders,38,Hubert Humphrey,1965-01-20,1969-01-20,
United States,Leaders,39,Spiro Agnew,1969-01-20,1973-10-10,
United States,Leaders,40,Gerald Ford,1973-12-06,1974-08-09,
United States,Leaders,41,Nelson Rockefeller,1974-12-19,1977-01-20,
United States,Leaders,42,Walter Mondale,1977-01-20,1981-01-20,
United States,Leaders,43,George H. W. Bush,1981-01-20,1989-01-20,
United States,Leaders,44,Dan Quayle,1989-01-20,1993-01-20,
United States,Leaders,45,Al Gore,1993-01-20,2001-01-20,
United States,Leaders,46,Dick Cheney,2001-01-20,2009-01-20,
United States,Leaders,47,Joe Biden,2009-01-20,2017-01-20,
United States,Leaders,48,Mike Pence,2017-01-20,2021-01-20,
United States,Leaders,49,Kamala Harris,2021-01-20,2025-01-20,
United States,Leaders,50,JD Vance,2025-01-20,Incumbent,
United States,Leaders,1,John R. Steelman,1946-12-12,1953-01-20,
United States,Leaders,2,Sherman Adams,1953-01-20,1958-10-07,
United States,Leaders,3,Wilton Persons,1958-10-07,1961-01-20,
United States,Leaders,4,Kenneth O'Donnell,1961-01-20,1963-11-22,
United States,Leaders,5,Walter Jenkins,1963-11-22,1964-10-14,
United States,Leaders,6,W. Marvin Watson,1965-02-01,1968-04-26,
United States,Leaders,7,James R. Jones,1968-04-26,1969-01-20,
United States,Leaders,8,H. R. Haldeman,1969-01-20,1973-04-30,
United States,Leaders,9,Alexander Haig,1973-05-04,1974-09-21,
United States,Leaders,10,Donald Rumsfeld,1974-09-21,1975-11-20,
United States,Leaders,11,Dick Cheney,1975-11-20,1977-01-20,
United States,Leaders,12,Hamilton Jordan,1979-06-11,1980-06-30,
United States,Leaders,13,Jack Watson,1980-06-30,1981-01-20,
United States,Leaders,14,James Baker,1981-01-20,1985-02-03,
United States,Leaders,15,Donald Regan,1985-02-04,1987-02-27,
United States,Leaders,16,Howard Baker,1987-02-27,1988-07-01,
United States,Leaders,17,Kenneth Duberstein,1988-07-01,1989-01-20,
United States,Leaders,18,John H. Sununu,1989-01-20,1991-12-15,
United States,Leaders,19,Samuel K. Skinner,1991-12-16,1992-08-23,
United States,Leaders,20,James Baker,1992-08-24,1993-01-20,
United States,Leaders,21,Mack McLarty,1993-01-20,1994-07-17,
United States,Leaders,22,Leon Panetta,1994-07-17,1997-01-20,
United States,Leaders,23,Erskine Bowles,1997-01-20,1998-10-20,
United States,Leaders,24,John Podesta,1998-10-20,2001-01-20,
United States,Leaders,25,Andrew Card,2001-01-20,2006-04-14,
United States,Leaders,26,Joshua Bolten,2006-04-14,2009-01-20,
United States,Leaders,27,Rahm Emanuel,2009-01-20,2010-10-01,
United States,Leaders,28,Pete Rouse (Acting),2010-10-01,2011-01-13,
United States,Leaders,29,William M. Daley,2011-01-13,2012-01-09,
United States,Leaders,30,Jack Lew,2012-01-09,2013-01-25,
United States,Leaders,31,Denis McDonough,2013-01-25,2017-01-20,
United States,Leaders,32,Reince Priebus,2017-01-20,2017-07-31,
United States,Leaders,33,John F. Kelly,2017-07-31,2019-01-02,
United States,Leaders,34,Mick Mulvaney (Acting),2019-01-02,2020-03-31,
United States,Leaders,35,Mark Meadows,2020-03-31,2021-01-20,
United States,Leaders,36,Ron Klain,2021-01-20,2023-02-08,
United States,Leaders,37,Jeff Zients,2023-02-08,2025-01-20,
United States,Leaders,38,Susie Wiles,2025-01-20,Incumbent,
United States,Leaders,1,John Jay,1789-10-19,1795-06-29,
United States,Leaders,2,John Rutledge,1789-09-26,1791-03-05,
United States,Leaders,3,William Cushing,1790-02-02,1810-09-13,
United States,Leaders,4,James Wilson,1789-10-05,1798-08-21,
United States,Leaders,5,John Blair,1790-02-02,1795-10-25,
United States,Leaders,6,James Iredell,1790-05-12,1799-10-20,
United States,Leaders,7,Thomas Johnson,1792-08-06,1793-01-16,
United States,Leaders,8,William Paterson,1793-03-11,1806-09-08,
United States,Leaders,9,John Rutledge (CJ),1795-08-12,1795-12-28,
United States,Leaders,10,Samuel Chase,1796-02-04,1811-06-19,
United States,Leaders,11,Oliver Ellsworth (CJ),1796-03-08,1800-12-15,
United States,Leaders,12,Bushrod Washington,1798-11-09,1829-11-26,
United States,Leaders,13,Alfred Moore,1800-04-21,1804-01-26,
United States,Leaders,14,John Marshall (CJ),1801-02-04,1835-07-06,
United States,Leaders,15,William Johnson,1804-05-07,1834-08-04,
United States,Leaders,16,Henry Brockholst Livingston,1807-01-20,1823-03-18,
United States,Leaders,17,Thomas Todd,1807-03-03,1826-02-07,
United States,Leaders,18,Gabriel Duvall,1811-11-23,1835-01-12,
United States,Leaders,19,Joseph Story,1812-02-03,1845-09-10,
United States,Leaders,20,Smith Thompson,1823-09-01,1843-12-18,
United States,Leaders,21,Robert Trimble,1826-06-16,1828-08-25,
United States,Leaders,22,John McLean,1830-01-11,1861-04-04,
United States,Leaders,23,Henry Baldwin,1830-01-18,1844-04-21,
United States,Leaders,24,James M. Wayne,1835-01-14,1867-07-05,
United States,Leaders,25,Roger B. Taney (CJ),1836-03-28,1864-10-12,
United States,Leaders,26,Philip P. Barbour,1836-05-12,1841-02-25,
United States,Leaders,27,John Catron,1837-05-01,1865-05-30,
United States,Leaders,28,John McKinley,1838-01-09,1852-07-19,
United States,Leaders,29,Peter V. Daniel,1842-01-10,1860-05-31,
United States,Leaders,30,Samuel Nelson,1845-02-14,1872-11-28,
United States,Leaders,31,Levi Woodbury,1845-09-20,1851-09-04,
United States,Leaders,32,Robert C. Grier,1846-08-10,1870-01-31,
United States,Leaders,33,Benjamin R. Curtis,1851-10-10,1857-09-30,
United States,Leaders,34,John A. Campbell,1853-04-11,1861-04-30,
United States,Leaders,35,Nathan Clifford,1858-01-21,1881-07-25,
United States,Leaders,36,Noah H. Swayne,1862-01-27,1881-01-24,
United States,Leaders,37,Samuel Freeman Miller,1862-07-21,1890-10-13,
United States,Leaders,38,David Davis,1862-12-10,1877-03-04,
United States,Leaders,39,Stephen J. Field,1863-05-10,1897-12-01,
United States,Leaders,40,Salmon P. Chase (CJ),1864-12-15,1873-05-07,
United States,Leaders,41,William Strong,1870-03-14,1880-12-14,
United States,Leaders,42,Joseph P. Bradley,1870-03-23,1892-01-22,
United States,Leaders,43,Ward Hunt,1873-01-09,1882-01-27,
United States,Leaders,44,Morrison Waite (CJ),1874-03-04,1888-03-23,
United States,Leaders,45,John M. Harlan,1877-12-10,1911-10-14,
United States,Leaders,46,William B. Woods,1881-01-05,1887-05-14,
United States,Leaders,47,Stanley Matthews,1881-05-17,1889-03-22,
United States,Leaders,48,Horace Gray,1882-01-09,1902-09-15,
United States,Leaders,49,Samuel Blatchford,1882-04-03,1893-07-07,
United States,Leaders,50,Lucius Q. C. Lamar,1888-01-18,1893-01-23,
United States,Leaders,51,Melville Fuller (CJ),1888-10-08,1910-07-04,
United States,Leaders,52,David J. Brewer,1890-01-06,1910-03-28,
United States,Leaders,53,Henry B. Brown,1891-01-05,1906-05-28,
United States,Leaders,54,George Shiras Jr.,1892-10-10,1903-02-23,
United States,Leaders,55,Howell E. Jackson,1893-03-04,1895-08-08,
United States,Leaders,56,Edward D. White,1894-03-12,1910-12-18,
United States,Leaders,57,Rufus W. Peckham,1896-01-06,1909-10-24,
United States,Leaders,58,Joseph McKenna,1898-01-26,1925-01-05,
United States,Leaders,59,Oliver Wendell Holmes Jr.,1902-12-08,1932-01-12,
United States,Leaders,60,William R. Day,1903-03-02,1922-11-13,
United States,Leaders,61,William H. Moody,1906-12-12,1910-11-20,
United States,Leaders,62,Horace H. Lurton,1910-01-03,1914-07-12,
United States,Leaders,63,Charles Evans Hughes,1910-10-10,1916-06-10,
United States,Leaders,64,Edward D. White (CJ),1910-12-19,1921-05-19,
United States,Leaders,65,Willis Van Devanter,1911-01-03,1937-06-02,
United States,Leaders,66,Joseph R. Lamar,1911-01-03,1916-01-02,
United States,Leaders,67,Mahlon Pitney,1912-03-18,1922-12-31,
United States,Leaders,68,James C. McReynolds,1914-10-12,1941-01-31,
United States,Leaders,69,Louis Brandeis,1916-06-05,1939-02-13,
United States,Leaders,70,John H. Clarke,1916-10-09,1922-09-18,
United States,Leaders,71,William Howard Taft (CJ),1921-07-11,1930-02-03,
United States,Leaders,72,George Sutherland,1922-10-02,1938-01-17,
United States,Leaders,73,Pierce Butler,1923-01-02,1939-11-16,
United States,Leaders,74,Edward T. Sanford,1923-02-19,1930-03-08,
United States,Leaders,75,Harlan F. Stone,1925-03-02,1946-04-22,
United States,Leaders,76,Charles Evans Hughes (CJ),1930-02-24,1941-06-30,
United States,Leaders,77,Owen Roberts,1930-06-02,1945-07-31,
United States,Leaders,78,Benjamin N. Cardozo,1932-03-14,1938-07-09,
United States,Leaders,79,Hugo Black,1937-08-19,1971-09-17,
United States,Leaders,80,Stanley F. Reed,1938-01-31,1957-02-25,
United States,Leaders,81,Felix Frankfurter,1939-01-30,1962-08-28,
United States,Leaders,82,William O. Douglas,1939-04-17,1975-11-12,
United States,Leaders,83,Frank Murphy,1940-02-05,1949-07-19,
United States,Leaders,84,Harlan F. Stone (CJ),1941-07-03,1946-04-22,
United States,Leaders,85,James F. Byrnes,1941-07-08,1942-10-03,
United States,Leaders,86,Robert H. Jackson,1941-07-11,1954-10-09,
United States,Leaders,87,Wiley B. Rutledge,1943-02-15,1949-09-10,
United States,Leaders,88,Harold H. Burton,1945-10-01,1958-10-13,
United States,Leaders,89,Fred M. Vinson (CJ),1946-06-24,1953-09-08,
United States,Leaders,90,Tom C. Clark,1949-08-24,1967-06-12,
United States,Leaders,91,Sherman Minton,1949-10-12,1956-10-15,
United States,Leaders,92,Earl Warren (CJ),1953-10-05,1969-06-23,
United States,Leaders,93,John M. Harlan II,1955-03-28,1971-09-23,
United States,Leaders,94,William J. Brennan Jr.,1956-10-16,1990-07-20,
United States,Leaders,95,Charles E. Whittaker,1957-03-25,1962-04-01,
United States,Leaders,96,Potter Stewart,1958-10-14,1981-07-03,
United States,Leaders,97,Byron White,1962-04-16,1993-06-30,
United States,Leaders,98,Arthur Goldberg,1962-10-01,1965-07-25,
United States,Leaders,99,Abe Fortas,1965-10-04,1969-05-14,
United States,Leaders,100,Thurgood Marshall,1967-10-02,1991-10-01,
United States,Leaders,101,Warren E. Burger (CJ),1969-06-23,1986-09-26,
