sport,gender,competition_tour,competition_type,competition,competition_area,season,month,host_city,host_state,host_country,champion,champion_conference,champion_score,champion_manager,champion_manager_country,runner_up,runner_up_conference,runner_up_score,host_venue,attendance,third_place,third_place_conference,fourth_place,number_of_teams
Footy,male,,,AFL,Australia,1933,,,,Australia,Sydney Swans,New South Wales,,,,Richmond,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1934,,,,Australia,Richmond,Victoria,,,,Sydney Swans,New South Wales,,,,,,,
Footy,male,,,AFL,Australia,1935,,,,Australia,Collingwood,Victoria,,,,Sydney Swans,New South Wales,,,,,,,
Footy,male,,,AFL,Australia,1936,,,,Australia,Collingwood,Victoria,,,,Sydney Swans,New South Wales,,,,,,,
Footy,male,,,AFL,Australia,1937,,,,Australia,Geelong,Victoria,,,,Collingwood,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1938,,,,Australia,Carlton,Victoria,,,,Collingwood,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1939,,,,Australia,Melbourne,Victoria,,,,Collingwood,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1940,,,,Australia,Melbourne,Victoria,,,,Richmond,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1941,,,,Australia,Melbourne,Victoria,,,,Essendon,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1942,,,,Australia,Essendon,Victoria,,,,Richmond,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1943,,,,Australia,Richmond,Victoria,,,,Essendon,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1944,,,,Australia,Fitzroy,Victoria,,,,Richmond,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1945,,,,Australia,Carlton,Victoria,,,,Sydney Swans,New South Wales,,,,,,,
Footy,male,,,AFL,Australia,1946,,,,Australia,Essendon,Victoria,,,,Melbourne,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1947,,,,Australia,Carlton,Victoria,,,,Essendon,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1948,,,,Australia,Melbourne,Victoria,,,,Essendon,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1949,,,,Australia,Essendon,Victoria,,,,Carlton,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1950,,,,Australia,Essendon,Victoria,,,,North Melbourne,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1951,,,,Australia,Geelong,Victoria,,,,Essendon,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1952,,,,Australia,Geelong,Victoria,,,,Collingwood,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1953,,,,Australia,Collingwood,Victoria,,,,Geelong,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1954,,,,Australia,Western Bulldogs,Victoria,,,,Melbourne,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1955,,,,Australia,Melbourne,Victoria,,,,Collingwood,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1956,,,,Australia,Melbourne,Victoria,,,,Collingwood,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1957,,,,Australia,Melbourne,Victoria,,,,Essendon,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1958,,,,Australia,Collingwood,Victoria,,,,Melbourne,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1959,,,,Australia,Melbourne,Victoria,,,,Essendon,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1960,,,,Australia,Melbourne,Victoria,,,,Collingwood,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1961,,,,Australia,Hawthorn,Victoria,,,,Western Bulldogs,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1962,,,,Australia,Essendon,Victoria,,,,Carlton,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1963,,,,Australia,Geelong,Victoria,,,,Hawthorn,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1964,,,,Australia,Melbourne,Victoria,,,,Collingwood,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1965,,,,Australia,Essendon,Victoria,,,,St Kilda,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1966,,,,Australia,St Kilda,Victoria,,,,Collingwood,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1967,,,,Australia,Richmond,Victoria,,,,Geelong,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1968,,,,Australia,Carlton,Victoria,,,,Essendon,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1969,,,,Australia,Richmond,Victoria,,,,Carlton,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1970,,,,Australia,Carlton,Victoria,,,,Collingwood,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1971,,,,Australia,Hawthorn,Victoria,,,,St Kilda,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1972,,,,Australia,Carlton,Victoria,,,,Richmond,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1973,,,,Australia,Richmond,Victoria,,,,Carlton,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1974,,,,Australia,Richmond,Victoria,,,,North Melbourne,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1975,,,,Australia,North Melbourne,Victoria,,,,Hawthorn,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1976,,,,Australia,Hawthorn,Victoria,,,,North Melbourne,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1977,,,,Australia,North Melbourne,Victoria,,,,Collingwood,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1978,,,,Australia,Hawthorn,Victoria,,,,North Melbourne,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1979,,,,Australia,Carlton,Victoria,,,,Collingwood,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1980,,,,Australia,Richmond,Victoria,,,,Collingwood,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1981,,,,Australia,Carlton,Victoria,,,,Collingwood,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1982,,,,Australia,Carlton,Victoria,,,,Richmond,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1983,,,,Australia,Hawthorn,Victoria,,,,Essendon,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1984,,,,Australia,Essendon,Victoria,,,,Hawthorn,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1985,,,,Australia,Essendon,Victoria,,,,Hawthorn,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1986,,,,Australia,Hawthorn,Victoria,,,,Carlton,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1987,,,,Australia,Carlton,Victoria,,,,Hawthorn,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1988,,,,Australia,Hawthorn,Victoria,,,,Melbourne,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1989,,,,Australia,Hawthorn,Victoria,,,,Geelong,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1990,,,,Australia,Collingwood,Victoria,,,,Essendon,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1991,,,,Australia,Hawthorn,Victoria,,,,West Coast,Western Australia,,,,,,,
Footy,male,,,AFL,Australia,1992,,,,Australia,West Coast,Western Australia,,,,Geelong,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1993,,,,Australia,Essendon,Victoria,,,,Carlton,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1994,,,,Australia,West Coast,Western Australia,,,,Geelong,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1995,,,,Australia,Carlton,Victoria,,,,Geelong,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1996,,,,Australia,North Melbourne,Victoria,,,,Sydney Swans,New South Wales,,,,,,,
Footy,male,,,AFL,Australia,1997,,,,Australia,Adelaide,South Australia,,,,St Kilda,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1998,,,,Australia,Adelaide,South Australia,,,,North Melbourne,Victoria,,,,,,,
Footy,male,,,AFL,Australia,1999,,,,Australia,North Melbourne,Victoria,,,,Carlton,Victoria,,,,,,,
Footy,male,,,AFL,Australia,2000,,,,Australia,Essendon,Victoria,,,,Melbourne,Victoria,,,,,,,
Footy,male,,,AFL,Australia,2001,,,,Australia,Brisbane Lions,Queensland,,,,Essendon,Victoria,,,,,,,
Footy,male,,,AFL,Australia,2002,,,,Australia,Brisbane Lions,Queensland,,,,Collingwood,Victoria,,,,,,,
Footy,male,,,AFL,Australia,2003,,,,Australia,Brisbane Lions,Queensland,,,,Collingwood,Victoria,,,,,,,
Footy,male,,,AFL,Australia,2004,,,,Australia,Port Adelaide,South Australia,,,,Brisbane Lions,Queensland,,,,,,,
Footy,male,,,AFL,Australia,2005,,,,Australia,Geelong,New South Wales,,,,West Coast,Western Australia,,,,,,,
Footy,male,,,AFL,Australia,2006,,,,Australia,West Coast,Western Australia,,,,Sydney Swans,New South Wales,,,,,,,
Footy,male,,,AFL,Australia,2007,,,,Australia,Geelong,Victoria,,,,Port Adelaide,South Australia,,,,,,,
Footy,male,,,AFL,Australia,2008,,,,Australia,Hawthorn,Victoria,,,,Geelong,Victoria,,,,,,,
Footy,male,,,AFL,Australia,2009,,,,Australia,Geelong,Victoria,,,,St Kilda,Victoria,,,,,,,
Footy,male,,,AFL,Australia,2010,,,,Australia,Collingwood,Victoria,,,,St Kilda,Victoria,,,,,,,
Footy,male,,,AFL,Australia,2011,,,,Australia,Geelong,Victoria,,,,Collingwood,Victoria,,,,,,,
Footy,male,,,AFL,Australia,2012,,,,Australia,Geelong,New South Wales,,,,Hawthorn,Victoria,,,,,,,
Footy,male,,,AFL,Australia,2013,,,,Australia,Hawthorn,Victoria,,,,Fremantle,Western Australia,,,,,,,
Footy,male,,,AFL,Australia,2014,,,,Australia,Hawthorn,Victoria,,,,Sydney Swans,New South Wales,,,,,,,
Footy,male,,,AFL,Australia,2015,,,,Australia,Hawthorn,Victoria,,,,West Coast,Western Australia,,,,,,,
Footy,male,,,AFL,Australia,2016,,,,Australia,Western Bulldogs,,,,,Sydney Swans,New South Wales,,,,,,,
Footy,male,,,AFL,Australia,2017,,,,Australia,Richmond,Victoria,,,,Adelaide,South Australia,,,,,,,
Footy,male,,,AFL,Australia,2018,,,,Australia,West Coast,Western Australia,,,,Collingwood,Victoria,,,,,,,
Footy,male,,,AFL,Australia,2019,,,,Australia,Richmond,Victoria,,,,Greater Western Sydney,New South Wales,,,,,,,
Footy,male,,,AFL,Australia,2020,,,,Australia,Richmond,Victoria,,,,Geelong,Victoria,,,,,,,
Footy,male,,,AFL,Australia,2021,,,,Australia,Melbourne,Victoria,,,,Western Bulldogs,Victoria,,,,,,,
Footy,male,,,AFL,Australia,2022,,,,Australia,Geelong,Victoria,,,,Sydney Swans,New South Wales,,,,,,,
Futsal,male,,,AFC Futsal Asian Cup,Asia,1999,,,,Malaysia,Iran,,,,,South Korea,,,,,Kazakhstan,,Japan,
Futsal,male,,,AFC Futsal Asian Cup,Asia,2000,,,,Thailand,Iran,,,,,Kazakhstan,,,,,Thailand,,Japan,
Futsal,male,,,AFC Futsal Asian Cup,Asia,2001,,,,Iran,Iran,,,,,Uzbekistan,,,,,South Korea,,Japan,
Futsal,male,,,AFC Futsal Asian Cup,Asia,2002,,,,Indonesia,Iran,,,,,Japan,,,,,Thailand,,South Korea,
Futsal,male,,,AFC Futsal Asian Cup,Asia,2003,,,,Iran,Iran,,,,,Japan,,,,,Thailand,,Kuwait,
Futsal,male,,,AFC Futsal Asian Cup,Asia,2004,,,,Macau,Iran,,,,,Japan,,,,,Thailand,,Uzbekistan,
Futsal,male,,,AFC Futsal Asian Cup,Asia,2005,,,,Vietnam,Iran,,,,,Japan,,,,,Uzbekistan,,Kyrgyzstan,
Futsal,male,,,AFC Futsal Asian Cup,Asia,2006,,,,Uzbekistan,Japan,,,,,Uzbekistan,,,,,Iran,,Kyrgyzstan,
Futsal,male,,,AFC Futsal Asian Cup,Asia,2007,,,,Japan,Iran,,,,,Japan,,,,,Uzbekistan,,Kyrgyzstan,
Futsal,male,,,AFC Futsal Asian Cup,Asia,2008,,,,Thailand,Iran,,,,,Thailand,,,,,Japan,,China,
Futsal,male,,,AFC Futsal Asian Cup,Asia,2010,,,,Uzbekistan,Iran,,,,,Uzbekistan,,,,,Japan,,China,
Futsal,male,,,AFC Futsal Asian Cup,Asia,2012,,,,United Arab Emirates,Japan,,,,,Thailand,,,,,Iran,,Australia,
Futsal,male,,,AFC Futsal Asian Cup,Asia,2014,,,,Vietnam,Japan,,,,,Iran,,,,,Uzbekistan,,Kuwait,
Futsal,male,,,AFC Futsal Asian Cup,Asia,2016,,,,Uzbekistan,Iran,,,,,Uzbekistan,,,,,Thailand,,Vietnam,
Futsal,male,,,AFC Futsal Asian Cup,Asia,2018,,,,Taiwan,Iran,,,,,Japan,,,,,Uzbekistan,,Iraq,
Futsal,male,,,AFC Futsal Asian Cup,Asia,2022,,,,Kuwait,Japan,,,,,Iran,,,,,Uzbekistan,,Thailand,
Futsal,male,,,ASEAN Futsal Championship,Asia,2001,,,,Malaysia,Thailand,,12,,,Singapore,,1.0,,,,,,
Futsal,male,,,ASEAN Futsal Championship,Asia,2003,,,,Malaysia,Thailand,,4,,,Malaysia,,0.0,,,,,,
Futsal,male,,,ASEAN Futsal Championship,Asia,2005,,,,Thailand,Thailand,,5,,,Malaysia,,1.0,,,,,,
Futsal,male,,,ASEAN Futsal Championship,Asia,2006,,,,Thailand,Thailand,,10,,,Indonesia,,3.0,,,,,,
Futsal,male,,,ASEAN Futsal Championship,Asia,2007,,,,Thailand,Thailand,,7,,,Australia,,1.0,,,,,,
Futsal,male,,,ASEAN Futsal Championship,Asia,2008,,,,Thailand,Thailand,,5,,,Indonesia,,1.0,,,,,,
Futsal,male,,,ASEAN Futsal Championship,Asia,2009,,,,Vietnam,Thailand,,4,,,Vietnam,,1.0,,,,,,
Futsal,male,,,ASEAN Futsal Championship,Asia,2010,,,,Vietnam,Indonesia,,5,,,Malaysia,,0.0,,,,,,
Futsal,male,,,ASEAN Futsal Championship,Asia,2012,,,,Thailand,Thailand,,9,,,Vietnam,,4.0,,,,,,
Futsal,male,,,ASEAN Futsal Championship,Asia,2013,,,,Thailand,Thailand,,2,,,Australia,,1.0,,,,,,
Futsal,male,,,ASEAN Futsal Championship,Asia,2014,,,,Malaysia,Thailand,,6,,,Australia,,0.0,,,,,,
Futsal,male,,,ASEAN Futsal Championship,Asia,2015,,,,Thailand,Thailand,,5,,,Australia,,3.0,,,,,,
Futsal,male,,,ASEAN Futsal Championship,Asia,2016,,,,Thailand,Thailand,,8,,,Myanmar,,1.0,,,,,,
Futsal,male,,,ASEAN Futsal Championship,Asia,2017,,,,Vietnam,Thailand,,4,,,Malaysia,,3.0,,,,,,
Futsal,male,,,ASEAN Futsal Championship,Asia,2018,,,,Indonesia,Thailand,,4,,,Malaysia,,2.0,,,,,,
Futsal,male,,,ASEAN Futsal Championship,Asia,2019,,,,Vietnam,Thailand,,5,,,Indonesia,,0.0,,,,,,
Futsal,male,,,ASEAN Futsal Championship,Asia,2022,,,,Thailand,Thailand,,2,,,Indonesia,,2.0,,,,,,
Futsal,male,,,CONCACAF Futsal Championship,North America,1996,,,,Guatemala,United States,,,,,Cuba,,,,,Mexico,,Guatemala,
Futsal,male,,,CONCACAF Futsal Championship,North America,2000,,,,Costa Rica,Costa Rica,,,,,Cuba,,,,,United States,,Mexico,
Futsal,male,,,CONCACAF Futsal Championship,North America,2004,,,,Costa Rica,United States,,,,,Cuba,,,,,Costa Rica,,Mexico,
Futsal,male,,,CONCACAF Futsal Championship,North America,2008,,,,Guatemala,Guatemala,,,,,Cuba,,,,,United States,,Panama,
Futsal,male,,,CONCACAF Futsal Championship,North America,2012,,,,Guatemala,Costa Rica,,,,,Guatemala,,,,,Panama,,Mexico,
Futsal,male,,,CONCACAF Futsal Championship,North America,2016,,,,Costa Rica,Costa Rica,,,,,Panama,,,,,Guatemala,,Cuba,
Futsal,male,,,CONCACAF Futsal Championship,North America,2021,,,,Guatemala,Costa Rica,,,,,United States,,,,,Guatemala,,Panama,
Futsal,male,,,Copa América de Futsal,South America,1992,,,,Brazil,Brazil,,,,,Argentina,,,,,Paraguay,,Ecuador,
Futsal,male,,,Copa América de Futsal,South America,1995,,,,Brazil,Brazil,,,,,Argentina,,,,,Uruguay,,Paraguay,
Futsal,male,,,Copa América de Futsal,South America,1996,,,,Brazil,Brazil,,,,,Uruguay,,,,,Argentina,,Paraguay,
Futsal,male,,,Copa América de Futsal,South America,1997,,,,Brazil,Brazil,,,,,Argentina,,,,,Paraguay,,Uruguay,
Futsal,male,,,Copa América de Futsal,South America,1998,,,,Brazil,Brazil,,,,,Paraguay,,,,,Uruguay,,Argentina,
Futsal,male,,,Copa América de Futsal,South America,1999,,,,Brazil,Brazil,,,,,Paraguay,,,,,Argentina,,Uruguay,
Futsal,male,,,Copa América de Futsal,South America,2000,,,,Brazil,Brazil,,,,,Argentina,,,,,Uruguay,,Bolivia,
Futsal,male,,,Copa América de Futsal,South America,2003,,,,Paraguay,Argentina,,,,,Brazil,,,,,Paraguay,,Uruguay,
Futsal,male,,,Copa América de Futsal,South America,2008,,,,Uruguay,Brazil,,,,,Uruguay,,,,,Argentina,,Paraguay,
Futsal,male,,,Copa América de Futsal,South America,2011,,,,Argentina,Brazil,,,,,Argentina,,,,,Paraguay,,Colombia,
Futsal,male,,,Copa América de Futsal,South America,2015,,,,Ecuador,Argentina,,,,,Paraguay,,,,,Brazil,,Colombia,
Futsal,male,,,Copa América de Futsal,South America,2017,,,,Argentina,Brazil,,,,,Argentina,,,,,Paraguay,,Uruguay,
Futsal,male,,,Copa América de Futsal,South America,2022,,,,Paraguay,Argentina,,,,,Paraguay,,,,,Brazil,,Colombia,
Futsal,male,,,FIFA Futsal World Cup,World,1989,,,,Netherlands,Brazil,,,,,Netherlands,,,,,United States,,Belgium,
Futsal,male,,,FIFA Futsal World Cup,World,1992,,,,Hong Kong,Brazil,,,,,United States,,,,,Spain,,Iran,
Futsal,male,,,FIFA Futsal World Cup,World,1996,,,,Spain,Brazil,,,,,Spain,,,,,Russia,,Ukraine,
Futsal,male,,,FIFA Futsal World Cup,World,2000,,,,Guatemala,Spain,,,,,Brazil,,,,,Portugal,,Russia,
Futsal,male,,,FIFA Futsal World Cup,World,2004,,,,Taiwan,Spain,,,,,Italy,,,,,Brazil,,Argentina,
Futsal,male,,,FIFA Futsal World Cup,World,2008,,,,Brazil,Brazil,,,,,Spain,,,,,Italy,,Russia,
Futsal,male,,,FIFA Futsal World Cup,World,2012,,,,Thailand,Brazil,,,,,Spain,,,,,Italy,,Colombia,
Futsal,male,,,FIFA Futsal World Cup,World,2016,,,,Colombia,Argentina,,,,,Russia,,,,,Iran,,Portugal,
Futsal,male,,,FIFA Futsal World Cup,World,2021,,,,Lithuania,Portugal,,,,,Argentina,,,,,Brazil,,Kazakhstan,
Futsal,male,,,Futsal Africa Cup of Nations,Africa,1996,,,,Egypt,Egypt,,,,,Ghana,,,,,Zimbabwe,,Somalia,
Futsal,male,,,Futsal Africa Cup of Nations,Africa,2000,,,,Egypt,Egypt,,,,,Morocco,,,,,Libya,,South Africa,
Futsal,male,,,Futsal Africa Cup of Nations,Africa,2004,,,,Home & Away,Egypt,,,,,Mozambique,,,,,Guinea-Bissau,,Morocco,
Futsal,male,,,Futsal Africa Cup of Nations,Africa,2008,,,,Libya,Libya,,,,,Egypt,,,,,Morocco,,Mozambique,
Futsal,male,,,Futsal Africa Cup of Nations,Africa,2016,,,,South Africa,Morocco,,,,,Egypt,,,,,Mozambique,,Zambia,
Futsal,male,,,Futsal Africa Cup of Nations,Africa,2020,,,,Morocco,Morocco,,,,,Egypt,,,,,Angola,,Libya,
Futsal,male,,,UEFA Futsal Championship,Europe,1996,,,,Spain,Spain,,,,,Russia ,,,,,Belgium ,,Italy ,
Futsal,male,,,UEFA Futsal Championship,Europe,1999,,,,Spain,Russia,,,,,Spain,,,,,Italy ,,Netherlands,
Futsal,male,,,UEFA Futsal Championship,Europe,2001,,,,Russia,Spain,,,,,Ukraine ,,,,,Russia ,,Italy ,
Futsal,male,,,UEFA Futsal Championship,Europe,2003,,,,Italy,Italy,,,,,Ukraine ,,,,,Spain,,Czech Republic,
Futsal,male,,,UEFA Futsal Championship,Europe,2005,,,,Czech Republic,Spain,,,,,Russia ,,,,,Italy ,,Ukraine ,
Futsal,male,,,UEFA Futsal Championship,Europe,2007,,,,Portugal,Spain,,,,,Italy,,,,,Russia,,Portugal ,
Futsal,male,,,UEFA Futsal Championship,Europe,2010,,,,Hungary,Spain,,,,,Portugal ,,,,,Czech Republic ,,Azerbaijan ,
Futsal,male,,,UEFA Futsal Championship,Europe,2012,,,,Croatia,Spain,,,,,Russia ,,,,,Italy ,,Croatia ,
Futsal,male,,,UEFA Futsal Championship,Europe,2014,,,,Belgium,Italy,,,,,Russia ,,,,,Spain ,,Portugal ,
Futsal,male,,,UEFA Futsal Championship,Europe,2016,,,,Serbia,Spain,,,,,Russia ,,,,,Kazakhstan,,Serbia ,
Futsal,male,,,UEFA Futsal Championship,Europe,2018,,,,Slovenia,Portugal,,,,,Spain ,,,,,Russia ,,Kazakhstan ,
Futsal,male,,,UEFA Futsal Championship,Europe,2022,,,,Netherlands,Portugal,,,,,Russia,,,,,Spain ,,Ukraine ,
League of Legends,,World Championship,,Worlds,,2011,,,,,Fnatic,United Kingdom,,,,against All authority,France,,,,,,,
League of Legends,,World Championship,,Worlds,,2012,,,,,J Team,Taiwan,,,,OGN Entus,South Korea,,,,,,,
League of Legends,,World Championship,,Worlds,,2013,,,,,T1,South Korea,,,,Royal Club,China,,,,,,,
League of Legends,,World Championship,,Worlds,,2014,,,,,Samsung Galaxy,South Korea,,,,Royal Club,China,,,,,,,
League of Legends,,World Championship,,Worlds,,2015,,,,,T1,South Korea,,,,Hanwha Life Esports,South Korea,,,,,,,
League of Legends,,World Championship,,Worlds,,2016,,,,,T1,South Korea,,,,Samsung Galaxy,South Korea,,,,,,,
League of Legends,,World Championship,,Worlds,,2017,,,,,Samsung Galaxy,South Korea,,,,T1,South Korea,,,,,,,
League of Legends,,World Championship,,Worlds,,2018,,,,,Invictus Gaming,China,,,,Fnatic,United Kingdom,,,,,,,
League of Legends,,World Championship,,Worlds,,2019,,,,,FunPlus Phoenix,China,,,,G2 Esports,Germany,,,,,,,
League of Legends,,World Championship,,Worlds,,2020,,,,,Dplus KIA,South Korea,,,,Weibo Gaming,China,,,,,,,
League of Legends,,World Championship,,Worlds,,2021,,,,,Edward Gaming,China,,,,DWG KIA,South Korea,,,,,,,
League of Legends,,World Championship,,Worlds,,2022,,,,,DRX,South Korea,,,,T1,South Korea,,,,,,,
League of Legends,,World Championship,,Worlds,,2023,,,,,T1,South Korea,,,,Weibo Gaming,China,,,,,,,
Tennis,,,,ATF Final,,1970,0.0,,,,Stan Smith,United States,,,,,,,,,,,,
Tennis,,ATF Final,hard,ATF Final,,1970,,,,,,,,,,,,,,,,,,
Tennis,,,,ATF Final,,1971,0.0,,,,Ilie Năstase,Romania,,,,,,,,,,,,
Tennis,,,,ATF Final,,1972,0.0,,,,Ilie Năstase,Romania,,,,,,,,,,,,
Tennis,,,,ATF Final,,1973,0.0,,,,Ilie Năstase,Romania,,,,,,,,,,,,
Tennis,,,,ATF Final,,1974,0.0,,,,Guillermo Vilas,Argentina,,,,,,,,,,,,
Tennis,,,,ATF Final,,1975,0.0,,,,Ilie Năstase,Romania,,,,,,,,,,,,
Tennis,,,,ATF Final,,1976,0.0,,,,Manuel Orantes,Spain,,,,,,,,,,,,
Tennis,,,,ATF Final,,1977,0.0,,,,Jimmy Connors,United States,,,,,,,,,,,,
Tennis,,,,ATF Final,,1978,0.0,,,,John McEnroe,United States,,,,,,,,,,,,
Tennis,,,,ATF Final,,1979,0.0,,,,Björn Borg,Sweden,,,,,,,,,,,,
Tennis,,,,ATF Final,,1980,0.0,,,,Björn Borg,Sweden,,,,,,,,,,,,
Tennis,,,,ATF Final,,1981,0.0,,,,Ivan Lendl ,Czechoslovakia,,,,,,,,,,,,
Tennis,,,,ATF Final,,1982,0.0,,,,Ivan Lendl ,Czechoslovakia,,,,,,,,,,,,
Tennis,,,,ATF Final,,1983,0.0,,,,John McEnroe,United States,,,,,,,,,,,,
Tennis,,,,ATF Final,,1984,0.0,,,,John McEnroe,United States,,,,,,,,,,,,
Tennis,,,,ATF Final,,1985,0.0,,,,Ivan Lendl,Czechoslovakia,,,,,,,,,,,,
Tennis,,,,ATF Final,,1986,0.0,,,,Ivan Lendl,Czechoslovakia,,,,,,,,,,,,
Tennis,,,,ATF Final,,1987,0.0,,,,Ivan Lendl,Czechoslovakia,,,,,,,,,,,,
Tennis,,,,ATF Final,,1988,0.0,,,,Boris Becker,Germany,,,,,,,,,,,,
Tennis,,,,ATF Final,,1989,0.0,,,,Stefan Edberg,Sweden,,,,,,,,,,,,
Tennis,,,,ATF Final,,1990,0.0,,,,Andre Agassi,United States,,,,,,,,,,,,
Tennis,,,,ATF Final,,1991,0.0,,,,Pete Sampras,United States,,,,,,,,,,,,
Tennis,,,,ATF Final,,1992,0.0,,,,Boris Becker,Germany,,,,,,,,,,,,
Tennis,,,,ATF Final,,1993,0.0,,,,Michael Stich,Germany,,,,,,,,,,,,
Tennis,,,,ATF Final,,1994,0.0,,,,Pete Sampras,United States,,,,,,,,,,,,
Tennis,,,,ATF Final,,1995,0.0,,,,Boris Becker,Germany,,,,,,,,,,,,
Tennis,,,,ATF Final,,1996,0.0,,,,Pete Sampras,United States,,,,,,,,,,,,
Tennis,,,,ATF Final,,1997,0.0,,,,Pete Sampras,United States,,,,,,,,,,,,
Tennis,,,,ATF Final,,1998,0.0,,,,Àlex Corretja,Spain,,,,,,,,,,,,
Tennis,,,,ATF Final,,1999,0.0,,,,Pete Sampras,United States,,,,,,,,,,,,
Tennis,,,,ATF Final,,2000,0.0,,,,Gustavo Kuerten,Brazil,,,,,,,,,,,,
Tennis,,,,ATF Final,,2001,0.0,,,,Lleyton Hewitt,Australia,,,,,,,,,,,,
Tennis,,,,ATF Final,,2002,0.0,,,,Lleyton Hewitt,Australia,,,,,,,,,,,,
Tennis,,,,ATF Final,,2003,0.0,,,,Roger Federer,Switzerland,,,,,,,,,,,,
Tennis,,,,ATF Final,,2004,0.0,,,,Roger Federer,Switzerland,,,,,,,,,,,,
Tennis,,,,ATF Final,,2005,0.0,,,,David Nalbandian,Argentina,,,,,,,,,,,,
Tennis,,,,ATF Final,,2006,0.0,,,,Roger Federer,Switzerland,,,,,,,,,,,,
Tennis,,,,ATF Final,,2007,0.0,,,,Roger Federer,Switzerland,,,,,,,,,,,,
Tennis,,,,ATF Final,,2008,0.0,,,,Novak Djokovic,Serbia,,,,,,,,,,,,
Tennis,,,,ATF Final,,2009,0.0,,,,Nikolay Davydenko,Russia,,,,,,,,,,,,
Tennis,,,,ATF Final,,2010,0.0,,,,Roger Federer,Switzerland,,,,,,,,,,,,
Tennis,,,,ATF Final,,2011,0.0,,,,Roger Federer,Switzerland,,,,,,,,,,,,
Tennis,,,,ATF Final,,2012,0.0,,,,Novak Djokovic,Serbia,,,,,,,,,,,,
Tennis,,,,ATF Final,,2013,0.0,,,,Novak Djokovic,Serbia,,,,,,,,,,,,
Tennis,,,,ATF Final,,2014,0.0,,,,Novak Djokovic,Serbia,,,,,,,,,,,,
Tennis,,,,ATF Final,,2015,0.0,,,,Novak Djokovic,Serbia,,,,,,,,,,,,
Tennis,,,,ATF Final,,2016,0.0,,,,Andy Murray,United Kingdom,,,,,,,,,,,,
Tennis,,,,ATF Final,,2017,0.0,,,,Grigor Dimitrov,Bulgaria,,,,,,,,,,,,
Tennis,,,,ATF Final,,2018,0.0,,,,Alexander Zverev,Germany,,,,,,,,,,,,
